site_id,x,y,avg_power
1,0,964.59,99751.44
1,0,964.64,101149.28
1,0,964.77,102544.98
1,0,965.28,100797.96250000001
1,0,965.39,99277.30142857143
1,0,965.47,101534.24
1,0,965.65,100501.89125
1,0,966.32,100337.48
1,0,966.65,99901.12
1,0,966.7,101645.43
1,0,967.37,101424.61
1,0,967.5,99987.88399999999
1,0,967.54,101160.76
1,0,968.65,100056.59
1,0,971.05,100769.09
1,0,971.65,100662.59
1,0,972.74,100958.63
1,0,973.89,100948.24
1,0,974.28,100456.72
1,0,976.5,98092.67
1,0,976.9,99852.42
1,0,977.83,99386.38
1,0,983,96394.25860465113
1,0,990,97208.30869565217
1,0,998,96771.76545454547
1,0,1000,96538.06555345569
1,0,1010,96577.59876923077
1,0.1,988.44,99026.03
1,0.13,990,99526.49
1,0.16,957.82,98615.84
1,0.57,949.42,98004.81
1,1.51,989.97,100158.85
1,1.88,981.39,98094.45
1,2.31,870.06,91465.81
1,4.79,855.1,93143.68
1,4.81,963.41,99471.87
1,5.26,906.16,99011.33
1,5.29,989.99,92152.63
1,6.18,990,99254.72
1,6.9,990,98147.8
1,7.83,984.74,101359.45
1,10.97,862.27,91339.16
1,11.72,863.14,91904.21250000001
1,13.03,864.66,92585.71555555557
1,14.44,930.99,97486.79
1,14.44,980.13,99221.09
1,14.58,939.94,97825.21
1,15.17,989.96,96097.4
1,15.51,868.6,96031.37
1,18.28,897.89,97722.23
1,19.4,906.19,91869.44
1,19.74,974.71,96719.1
1,20.03,923.71,97261.21
1,20.27,990,98239.26
1,20.63,966.37,98943.73999999999
1,22.41,920.65,97174.46
1,22.99,920.88,96693.86
1,23.02,990,100906.01
1,24,899,97607.6111111111
1,24.32,921.76,98495.24
1,24.38,931.02,98393.07
1,25.06,929.05,98080.7
1,26.51,990,96990.48
1,27,913,100845.04
1,27.41,990,97290.63
1,28.51,982.6,98064.505
1,29.66,917.22,99810.06
1,29.87,938,93387.32
1,30.69,885.13,95515.91
1,31.5,886.11,96597.13
1,31.63,906.63,100929.73
1,31.89,912.21,100721.23
1,31.93,911.48,100267.16
1,31.94,912.6,100780.42
1,31.98,912.21,99579.39
1,32.02,911.97,100199.07355932203
1,32.02,911.98,100317.46
1,32.04,912.77,100469.76
1,32.07,912.1,100530.64000000001
1,32.07,912.17,100769.45
1,32.07,912.23,101011.56
1,32.11,911.69,100475.14
1,32.11,912.21,100714.98108108103
1,32.14,911.95,101142.05249999999
1,32.15,911.85,100440.11363636368
1,32.15,912,99250.37773255816
1,32.15,912.28,100923.71
1,32.16,912.13,100776.9239013452
1,32.18,912.62,100661.25
1,32.19,912.03,100766.23
1,32.19,912.25,99281.42
1,32.21,912,100019.09284444443
1,32.22,911.94,100547.22268211916
1,32.23,911.88,100664.57
1,32.23,912.18,100564.69039215687
1,32.23,912.38,100747.19
1,32.24,912.04,100310.32868421059
1,32.24,912.11,100410.94669540231
1,32.26,912.41,100924.37
1,32.27,911.86,99245.17
1,32.28,912.31,100446.90294710334
1,32.28,912.71,100520.10230952398
1,32.3,711.91,97939.46
1,32.3,911.91,100045.8025
1,32.3,912.16,100345.06788961036
1,32.31,911.83,99355.87339285715
1,32.31,912.05,99190.62513513511
1,32.32,912.1,100807.9
1,32.32,912.14,99020.345
1,32.33,912.13,99811.88888501741
1,32.34,911.84,100160.7610989011
1,32.34,911.85,100376.201440678
1,32.35,911.98,101756.20333333332
1,32.35,912.23,100651.83045296172
1,32.36,911.56,100266.54487179486
1,32.36,912.02,99897.04
1,32.36,912.11,101112.2425
1,32.36,912.37,105290.96624173192
1,32.37,912.01,100365.02349358964
1,32.37,912.03,99221.41
1,32.37,912.04,100572.6469230769
1,32.37,912.12,100453.74
1,32.37,912.3,100920.17
1,32.38,911.76,99097.61564432987
1,32.38,912.21,99498.48546798037
1,32.39,912.15,100640.83606060602
1,32.4,912.03,100875.76861111115
1,32.4,912.04,99249.3897959184
1,32.4,912.1,100664.46071895417
1,32.4,912.12,100335.17847826087
1,32.4,912.14,99967.84881355934
1,32.4,912.18,101605.36600000001
1,32.42,911.59,100340.38
1,32.42,912.22,99599.84452115805
1,32.42,912.31,100996.86
1,32.43,912.09,100217.91733333335
1,32.44,912,99450.726
1,32.44,912.16,100382.1326566417
1,32.44,912.41,100908.38
1,32.44,912.5,100478.6
1,32.45,911.88,100700.27
1,32.45,911.95,100268.62052631579
1,32.46,912.06,96795.87874720363
1,32.46,912.15,99653.55387096773
1,32.46,912.43,100466.61
1,32.47,911.95,100440.90925
1,32.47,912.05,101187.86416666668
1,32.47,912.07,99828.42312499997
1,32.47,912.17,100582.85
1,32.47,912.18,100705.78
1,32.47,912.23,100542.68064285709
1,32.48,912.33,100804.38
1,32.49,911.96,100437.20355555556
1,32.49,912.17,100160.65295454547
1,32.49,912.21,99846.52
1,32.49,912.23,100942.08
1,32.49,912.58,100733.27
1,32.5,912.14,100674.58789473683
1,32.51,912.02,100492.94
1,32.51,912.16,101434.63
1,32.51,912.23,99401.35666666667
1,32.51,912.3,99633.18
1,32.54,912.27,100485.75
1,32.54,912.28,99762.60140221406
1,32.56,912.16,100661.73
1,32.57,912.32,99377.63
1,32.58,911.95,99554.5396508728
1,32.59,912.08,99773.33
1,32.6,912.34,99452.74
1,32.62,912.1,100252.8132857144
1,32.63,912.62,100638.11093264255
1,32.64,912.26,98753.21830578506
1,32.66,912.08,97067.79071038248
1,32.66,912.34,100819.82
1,32.67,912.22,100619.4217291067
1,32.71,912.09,99415.76224999994
1,32.74,887.49,96708.52
1,32.75,912.22,100850.07305295952
1,32.83,757.58,91952.69
1,32.99,912.52,99707.46
1,33.08,912.28,100638.4
1,33.38,925.18,101595.72
1,33.67,981.22,97298.8
1,33.75,891.23,91737.97
1,33.78,888.75,91594.52500000001
1,33.87,899.82,100591.76
1,34.47,889.55,99275.03
1,34.8,889.94,98086.26
1,34.96,890.12,99191.32384615384
1,35.34,890.56,98793.1425
1,35.55,990,95802.31
1,36.33,891.71,100023.81
1,36.57,920.56,100599.21
1,36.92,892.4,100532.26
1,37.36,883.54,98944.34
1,37.39,892.91,99163.83
1,37.39,910.02,100829.41
1,37.6,893.15,99251.36
1,38,913,101777.77
1,38.83,772.51,91106.2101487603
1,38.94,894.71,101105.11
1,39.04,914.15,99792.89
1,39.83,963.6,100657.51
1,40.23,877.5,95017.63
1,40.29,896.31,101002.33499999999
1,41.39,914.56,101804.92
1,41.68,692.27,92378.22
1,42.97,899.42,101136.97
1,43.2,899.69,101206.3
1,43.3,931.65,100085.24
1,43.37,899.82,100593.5
1,43.62,900.12,100680.48
1,43.7,901.37,95958.70624999997
1,44.1,870.65,91939.48333333334
1,44.78,901.53,101188.24
1,45,990,113751.64518962044
1,45.7,853.24,94585.93
1,45.74,902.6,102230.49
1,45.9,978.01,98007.26
1,45.94,902.84,100858.65
1,45.95,902.85,101045.89
1,46.86,903.91,102420.33
1,47.06,904.14,101240.06
1,47.36,904.47,101092.08
1,47.63,904.78,101016.69
1,49,987,98842
1,49.87,968.47,99506.48
1,50,950,94454.18045687654
1,50,975,99062.02
1,50,990,98736.2
1,50,1000,97621.12523122875
1,50.78,982.77,93119.32
1,50.82,908.54,102348.16400000002
1,51.08,990,94375.49023952086
1,51.09,990,100935.71
1,51.2,908.98,102204.18
1,51.33,909.12,101487.8
1,51.54,909.37,102146.71999999999
1,51.83,909.7,100524.77249999999
1,51.89,909.79,101292.82
1,52.07,909.95,101129.11
1,52.13,910.06,101057.75
1,52.42,910.39,101518.81
1,53.59,911.72,101969.07800000001
1,53.66,911.83,101175.63
1,54.23,912.49,101505.94
1,54.37,990,92970.27
1,54.57,912.89,101257.23
1,54.74,913.09,101719.86124999999
1,54.75,913.1,101016.29
1,55.04,913.42,101750.43
1,55.05,990,98336.81147540979
1,55.13,890.93,92565.59
1,55.43,913.89,101885.41
1,55.73,914.23,101468.32333333335
1,55.89,914.42,101205.12666666666
1,56.39,915.01,101251.68
1,56.6,990,98413.39
1,57.56,934.68,107204.88
1,57.76,916.59,100892.82000000002
1,57.8,916.62,101306.45
1,57.84,916.68,100603.22
1,57.9,943.2,99854.07
1,58,916.86,100545.27
1,58.14,929.62,94004.04
1,58.51,917.48,99571.26
1,58.77,917.79,100210.46333333333
1,59.07,918.08,100566.93
1,59.46,918.59,100704.38
1,59.52,918.61,100723.55
1,59.71,918.85,99752.54200000002
1,59.93,919.12,100762.0875
1,60.09,919.22,99758.82
1,60.25,919.41,99918.93
1,60.61,955.89,98588.85
1,61.04,920.39,99899.54
1,61.15,920.51,100038.33714285716
1,61.29,920.63,99831.23
1,61.55,920.99,98856.90625
1,61.56,920.99,100271.84
1,62.3,969.35,93917.37
1,62.51,922.04,99629.93
1,62.63,825.1,92032.05263959384
1,62.64,922.21,99687.15
1,62.77,922.4,96985.49
1,62.78,990,96753.02
1,62.87,856.86,93151.49
1,63.25,922.9,99412.92
1,63.53,809.62,91561.98
1,63.85,923.58,99563.3
1,64,873,97426.1424137931
1,64,923.75,98998.15
1,64.54,924.43,99110.62
1,64.59,974.65,99926.61
1,64.62,924.5,99532.5
1,64.72,959.35,100333.21
1,64.82,989.94,94892.82
1,64.83,832.8,96193.73
1,65.15,837.29,99401.77
1,65.35,925.37,98405.02999999998
1,65.35,925.4,98612.99
1,65.39,925.47,98982.31
1,65.51,925.58,99486.39
1,65.52,925.53,99381.73000000001
1,65.62,925.72,97718.2
1,65.88,980.69,98696.38
1,66.2,926.35,99461.77
1,66.36,926.56,99053.34000000001
1,66.45,926.62,99179
1,66.56,926.78,98944.81
1,66.65,926.91,97579.74
1,66.89,927.14,99155.805
1,66.9,773.7,91267.89
1,66.92,838.31,94350.09
1,67.26,927.52,97943.88
1,67.34,927.6,98714.11
1,67.39,990,98372.5
1,67.4,927.72,98771.62
1,67.43,927.71,98071.61
1,67.94,928.35,98622.97
1,68.3,928.83,97445.48
1,68.4,987.12,92947.43
1,68.47,928.96,98297.26
1,68.5,928.99,98715.59000000001
1,68.62,929.1,97816.91
1,69.05,929.63,98427.27
1,69.1,838.53,104358.43
1,69.42,930.05,98710.99
1,69.53,930.18,98190.78
1,69.78,958.45,97877.61
1,69.89,930.6,98074.79
1,69.93,930.64,98380.8
1,69.99,930.7,98269.29
1,70.04,930.76,98393.97
1,72.47,933.55,97139.92199999999
1,74.68,936.24,97628.21499999998
1,74.72,951.37,99947.1
1,75,950,97812.34
1,75,975,97478.38
1,75,990,97135.47
1,75.04,836.38,92649.36
1,75.19,969.68,92036.9
1,75.29,990,97720
1,77.21,938.39,100604.75
1,79.8,879.2,97689.16
1,80.79,877.8,101212.04
1,80.84,885.54,101367.68
1,81.12,928.44,103212.72
1,82.02,1000,96981.8
1,82.21,1000,96396.13999999998
1,82.46,1000,96453.1120338983
1,82.66,962.08,96507.53215189866
1,82.72,770.7,91290.91
1,82.85,935.3,101650.11
1,83,871,98621.22
1,83.34,630,93179.54
1,83.8,886.02,99740.47
1,86.81,887.21,98551.96
1,88,887,99321.07235294122
1,88.59,925.29,99068
1,89.02,875.36,99125.44
1,89.3,875.2,99131.77
1,89.32,874.44,101235.03
1,89.37,874.45,99119.52
1,89.43,874.87,99035.90775510199
1,89.47,874.82,101244.3932848837
1,89.47,874.96,98224.92
1,89.52,874.77,100036.28186813187
1,89.59,874.76,98991.21
1,89.61,874.85,98497.06
1,89.61,875,98621.95000000004
1,89.62,874.45,98702.18
1,89.62,874.79,98839.89433774837
1,89.62,875.07,98620.09
1,89.63,674.74,94421.9425
1,89.63,874.74,100307.47
1,89.63,874.96,99417.33239910308
1,89.63,875.07,97810.11
1,89.64,874.94,98282.17
1,89.65,874.71,101193.66982142857
1,89.65,874.81,101360.72648648648
1,89.65,874.93,99420.37235632184
1,89.65,875.11,97975.62
1,89.65,875.3,98601.53
1,89.66,874.86,98826.1
1,89.66,874.98,98759.83249999999
1,89.66,875.06,98740.92019607843
1,89.67,874.75,98329.99395555558
1,89.67,874.8,99542.71711864405
1,89.67,874.87,98443.57309322034
1,89.67,874.93,97769.43685333327
1,89.67,875.11,101219.55
1,89.68,874.78,102008.92
1,89.68,874.93,98776.81
1,89.68,874.94,98447.67968641118
1,89.68,874.97,99307.33
1,89.7,874.77,99535.84759717308
1,89.7,875.01,98755.19
1,89.7,875.32,99480.43599999993
1,89.71,874.87,99858.33921052628
1,89.71,875.1,98541.3
1,89.72,874.95,100536.44857831317
1,89.73,874.77,99009.2825
1,89.73,874.83,99313.59675000003
1,89.73,874.89,98913.52179487183
1,89.73,874.94,101106.85
1,89.73,875.3,98966.51
1,89.74,874.68,98975.21
1,89.74,874.78,99233.54611111112
1,89.74,874.83,102199.82500000001
1,89.75,874.86,99020.93825503354
1,89.75,874.89,100912.44475
1,89.75,874.94,102247.48
1,89.75,874.96,99812.62869565217
1,89.76,874.82,99726.92745454541
1,89.76,874.88,98163.10500000001
1,89.76,874.91,99339.78011904767
1,89.76,874.93,99599.546
1,89.77,874.69,98172.23
1,89.77,874.86,100452.70306620213
1,89.77,874.96,98921.94
1,89.77,874.98,100088.75288135596
1,89.77,875.01,98782.26
1,89.78,874.52,98571
1,89.78,874.99,99025.78
1,89.78,875.21,99394.71
1,89.79,874.88,98915.45333333332
1,89.79,874.97,98897.58
1,89.79,875.12,98916.75585227275
1,89.8,874.8,100910.528
1,89.8,874.91,99089.62286396186
1,89.8,874.94,98942.39249999997
1,89.8,874.97,98501.86
1,89.8,875.11,104405.16381238712
1,89.82,874.73,99068.58566666668
1,89.82,874.89,101362.22
1,89.82,874.96,101020.52096774195
1,89.83,874.66,99128.42
1,89.83,874.67,99308.18230769229
1,89.83,874.85,99580.88815789473
1,89.83,874.99,99055.82529411769
1,89.85,874.91,101673.6678966789
1,89.85,875.1,100447.77
1,89.86,874.82,101263.73551020405
1,89.86,874.83,98196.53789473683
1,89.86,875.1,98317.56
1,89.87,874.81,100070.37422222222
1,89.87,875.01,101115.43
1,89.88,874.82,101147.28535802472
1,89.89,874.93,98250.975
1,89.89,974.93,97136.74
1,89.9,874.91,101932.71528571418
1,89.92,875,101631.76
1,89.92,875.01,99143.78401515147
1,89.93,874.98,99384.8
1,89.93,875.12,97744.54
1,89.94,874.9,101489.50414948446
1,89.94,875.16,101472.5
1,89.95,874.83,93730.92759590785
1,89.95,874.84,100381.13954545456
1,89.95,874.98,99349.37449567724
1,89.95,875.16,102483.61
1,89.95,875.22,98944.98
1,89.96,874.9,96854.73073770489
1,89.96,874.95,100744.92180803571
1,89.97,875.01,96740.0974173553
1,89.98,874.81,101498.71
1,89.99,874.9,97548.54251908397
1,89.99,875,99200.95193146412
1,90.3,875.22,99187.32
1,90.36,865.88,99019.94
1,90.94,873.46,96721.92
1,91.1,887.8,100602.3
1,91.1,915.82,98218.4
1,91.37,985.17,92765.81
1,91.95,870.39,98514.59
1,92.07,892.48,96311.64
1,92.24,891.34,97756.8
1,92.64,990,99173.62
1,92.69,876.79,99812.17
1,97.94,880.59,99601.91
1,100,925,97231.52
1,100,950,96268.49471615713
1,100,975,97096.9
1,100,990,96513.26
1,100,1000,98127.52652935087
1,104.3,784.18,97604.6
1,105.83,860.9,93452.92
1,106.99,940,99879.89
1,107.83,939.46,100909.63
1,107.98,871.39,92940.85
1,110,928,99148.02736842107
1,113.79,953.24,98558.8
1,114.37,928.07,96849.08
1,114.72,990,96112.9
1,115.2,767.88,96062.65
1,117,988,97466.64999999998
1,117.95,990,99671.35
1,118.91,938.11,99630.93
1,122.04,990,95556.59
1,122.85,934.27,98501.17
1,123.58,990,98501.68
1,123.61,990,97652.25
1,125,800,92747.52
1,125,825,100952.19
1,125,925,96984.32
1,125,950,97802.74
1,125,975,97215.23
1,125,990,96410.02
1,126.79,848.18,96069.93
1,126.84,810.21,91112.40153846153
1,126.84,939.67,99978.42134615392
1,128.88,972.77,98567.379
1,129.86,951.72,97385.19
1,130.04,787.78,93282.37
1,130.34,984.71,101384.47
1,132.28,912.31,98424.31513888888
1,132.35,922.96,99520.49
1,132.46,1000,97103.62000000004
1,132.49,912.23,98952.57500000001
1,132.58,911.95,98532.36826086938
1,132.66,912.08,97785.12000000005
1,132.71,962.09,97337.30636363635
1,133.04,988.83,100554.04
1,133.23,711.65,92555.81
1,133.51,984.06,99681.93
1,134.71,728.9,91835.15
1,134.84,990,99918.96
1,135.16,990,97679.17
1,137.04,913.13,97898.96
1,137.07,964.84,97883.635
1,137.48,707.86,91579.94
1,138.95,990,97954.07
1,141.3,837.6,102525.94
1,141.66,990,96733.45
1,142.12,972.33,97338.94
1,142.88,834.32,102235.25
1,144.29,841.25,102506.91
1,144.35,789.48,92474.08
1,145.91,837.43,95368.85461538463
1,145.92,990,95229.51999999999
1,145.95,837.37,91155.93911262805
1,145.96,837.38,97665.3512891986
1,145.96,837.45,102763.33
1,145.97,837.49,102280.07
1,145.98,837.42,91088.21564459933
1,145.99,837.51,103042.84
1,145.99,837.56,102972.73
1,146,837.36,92207.68038135595
1,146,837.4,101894.55
1,146.01,837.39,91166.71320000003
1,146.01,837.45,93501.60301075269
1,146.02,837.14,102038.28
1,146.02,837.48,95440.48711864407
1,146.02,837.49,92205.75708830556
1,146.03,837.33,95455.80511363634
1,146.03,837.5,103149.22
1,146.03,837.52,100831.12945652175
1,146.04,837.57,100658.15811046502
1,146.06,837.32,91278.76466666667
1,146.06,837.55,100272.41117724866
1,146.06,837.56,102848.70216216215
1,146.07,837.39,91099.67804909573
1,146.07,837.43,102365.64
1,146.07,837.56,103250.8025
1,146.08,837.56,93425.36134228183
1,146.09,837.52,100868.53239999997
1,146.1,837.44,101368.10938271608
1,146.1,837.53,98774.18851851854
1,146.11,837.43,93991.87744444446
1,146.11,837.53,99221.48078125005
1,146.12,837.44,92356.30605263157
1,146.12,837.52,100188.02053571436
1,146.13,637.44,91322.98000000001
1,146.13,837.44,102168.132
1,146.13,837.56,102267.85
1,146.13,837.58,102724.24
1,146.14,637.45,91622.95022167478
1,146.14,837.45,102427.0612886598
1,146.14,837.5,100818.98653061221
1,146.15,837.5,91036.84263157895
1,146.15,837.53,102833.59220000007
1,146.16,837.56,93000.61710382509
1,146.17,837.52,92891.61931472081
1,146.17,837.53,91131.997
1,146.18,837.36,92432.90051282047
1,146.22,837.5,102862.82
1,146.23,837.48,93390.00059602653
1,146.27,837.68,102973.3
1,146.71,886.47,100034.23
1,147.78,935.45,97220.68
1,148.73,951.29,97785.245
1,150,825,101446.2
1,150,875,96992.13
1,150,900,91940.29769799334
1,150,925,97254.49
1,150,950,96663.43738725316
1,150,975,97291.39
1,150,990,96374.19
1,150,1000,98185.48233333335
1,151.2,990,97844.18
1,151.21,888.12,94245.05
1,153.48,990,97827.72
1,154.14,990,100133.55
1,155.51,882.68,98872.97
1,155.64,988.47,100641.62
1,155.87,990,97493.4
1,156.54,896.81,97610.75
1,157.19,943.06,97479.84
1,157.57,990,99294.87
1,159.09,988.76,97724.57
1,159.14,990,100649.26
1,160.34,914.06,98010.36
1,160.41,989.46,97398.88000000002
1,160.58,990,97650.615
1,162.52,990,97717.03
1,162.74,990,99068.39
1,162.79,906.41,98416.75
1,164.52,988.33,94879.46
1,165.65,884.71,94953.56
1,166.86,911.42,96132.35
1,171.65,990,96862.52
1,173.8,971.79,98808.52
1,174.16,942.79,98985.82
1,174.26,948.86,96716.3
1,175,850,99053.11
1,175,875,96678.28
1,175,900,98910.38
1,175,925,97534.42
1,175,950,97135.86
1,175,975,97257.84
1,175,990,96366.08
1,177.26,956.65,99980.37
1,180.32,918.44,96743.02
1,180.33,874.46,93431.28
1,180.91,861.28,98707.36
1,182.02,911.97,98995.53000000001
1,182.21,912,99057.67999999998
1,182.71,912.09,100564.11793103447
1,183,800,97060.93999999996
1,187.5,970.26,100108.89
1,187.83,975.34,98123.48315789475
1,187.83,990,98819.29933333334
1,189.97,975.01,97428.0099999999
1,191.74,831.61,96133.86
1,192.52,775.83,92193.37
1,192.84,990,98955.97
1,196.98,944.67,98822.3859848486
1,196.98,959.9,99820.19457627114
1,196.98,990,98309.96859649128
1,197.73,831.53,98469.32
1,200,875,97694.54
1,200,900,93573.64635733353
1,200,925,97923.02
1,200,950,94666.51913599407
1,200,975,97340.1
1,200,990,96512.85
1,200,1000,97994.47066227726
1,201.14,990,97300.18
1,203.86,990,97368.84
1,204.06,987.36,98496.72
1,204.42,890.31,100356.82
1,205.37,840.87,94137.24
1,205.94,990,96603.94
1,207.39,971.41,99606.94
1,208.23,960.66,102678.96
1,208.55,844.57,91855.91266666666
1,212.66,990,96932.97
1,214.85,918.94,97531.69
1,220.03,923.71,100233.85
1,221,904,100866.23615384611
1,222.4,907.74,93411.245
1,222.99,720.88,99641.8
1,223.08,990,92337.56
1,223.8,837.36,91853.09
1,224.05,980.71,96171.09
1,224.32,921.76,99778.33
1,224.38,931.02,99738.53
1,225,850,96870.5
1,225,875,97956.81
1,225,900,98338.1
1,225,925,98269.03
1,225,950,96684.78
1,225,975,97353.25
1,225,990,96509.02
1,225.06,929.05,99719.55
1,225.09,990,97951.78
1,225.99,970.89,98193.26
1,226.16,905.34,99721
1,229.66,917.22,99597.21
1,229.94,955.08,100232.25
1,229.98,859.37,97209.79
1,230.17,967.29,94703.53
1,231.63,906.63,101094.12
1,231.89,912.21,99750.18
1,231.93,911.48,99955.83
1,231.94,912.6,101119.01
1,232,894,97429.75736842104
1,232.02,911.97,99845.77141242936
1,232.02,911.98,100155.69
1,232.04,912.77,99503.68
1,232.07,912.1,99879.18000000002
1,232.07,912.17,101177.61
1,232.07,912.23,101157.56
1,232.11,911.69,99443.17
1,232.11,912.21,99884.22540540538
1,232.14,911.95,99609.79999999999
1,232.15,712,98738.14000000004
1,232.15,911.85,100844.11811320753
1,232.15,912,100378.676
1,232.15,912.28,100912.85
1,232.16,912.13,100815.53706310679
1,232.18,912.62,99597.92
1,232.19,712.25,100085.67
1,232.19,912.03,99808.75
1,232.21,912,100000.5809859155
1,232.22,911.94,100020.12724458204
1,232.23,911.88,99752.65
1,232.23,912.18,100128.96061224486
1,232.23,912.38,99568.3675
1,232.24,912.04,100953.73
1,232.24,912.11,101037.80898809529
1,232.26,912.41,101080.34
1,232.27,711.86,99466.76
1,232.28,912.31,101159.32880116958
1,232.28,912.71,100654.23632211547
1,232.3,911.91,100494.142
1,232.3,912.16,100028.17345637578
1,232.31,711.83,100883.56302325586
1,232.31,712.05,99322.04555555555
1,232.31,911.83,99500.03
1,232.32,912.1,99851.48
1,232.33,712.13,93890.65069264069
1,232.33,912.13,99928.34663793104
1,232.34,911.84,100370.58658823528
1,232.34,911.85,99957.18416256164
1,232.35,911.98,101154.4425
1,232.35,912.23,100224.48912280709
1,232.36,712.37,92772.97858348401
1,232.36,911.56,99897.37793103448
1,232.36,912.11,101142.5625
1,232.36,912.37,99933.34453125
1,232.37,712.03,99539.28
1,232.37,912.01,101046.71039473674
1,232.37,912.04,99673.07512820509
1,232.37,912.12,99680.88
1,232.37,912.3,99887.84
1,232.38,511.76,96081.44093406589
1,232.38,712.21,95689.26027363181
1,232.38,911.76,100555.94733333333
1,232.38,912.21,99836.48047619047
1,232.39,912.15,99947.43180904516
1,232.4,712.04,97652.94191489357
1,232.4,912.03,100571.29810810807
1,232.4,912.04,99243.275
1,232.4,912.1,99760.9103244838
1,232.4,912.12,100431.91145631069
1,232.4,912.14,99628.79129032257
1,232.4,912.18,100436.13555555555
1,232.42,712.22,95638.31411616158
1,232.42,911.59,100097.34
1,232.42,912.22,99920.26818897636
1,232.42,912.31,99855.35
1,232.43,912.09,99951.19472972972
1,232.44,512,100749.774
1,232.44,912.16,100243.90881305639
1,232.44,912.41,100306.53
1,232.44,912.5,101259.58
1,232.45,711.95,98995.41
1,232.45,911.88,99514.06
1,232.45,911.95,101167.42323529407
1,232.46,712.15,96445.94138972808
1,232.46,912.06,100956.48379421217
1,232.46,912.15,99838.28235294118
1,232.46,912.43,101018.08
1,232.47,911.95,99793.85882352943
1,232.47,912.05,99610.79
1,232.47,912.07,100490.88756756757
1,232.47,912.17,99653.82
1,232.47,912.18,99948.37
1,232.47,912.23,101096.09172576842
1,232.48,912.33,101142.6
1,232.49,911.96,99890.51416666666
1,232.49,912.17,100680.38745762712
1,232.49,912.23,99656.98999999999
1,232.49,912.58,99440.96
1,232.5,912.14,99976.16368421055
1,232.51,712.23,94810.97439080461
1,232.51,912.02,101447.11
1,232.51,912.16,100116.61
1,232.51,912.23,100290.06930232557
1,232.54,912.27,100012.55
1,232.54,912.28,100038.3728888889
1,232.56,912.16,99613.59
1,232.57,712.32,99803.72
1,232.58,911.95,99735.50670000004
1,232.62,912.1,100335.93272727274
1,232.63,912.62,100055.87656338024
1,232.64,912.26,99479.9344016228
1,232.66,912.08,100171.77837209306
1,232.66,912.34,101421.05
1,232.67,912.22,100934.39756554305
1,232.71,912.09,101284.13972868219
1,232.75,912.22,100715.93070796467
1,233.08,912.28,101308.34
1,233.38,925.18,101306.61
1,233.87,899.82,99347.25
1,235.29,945.83,98176.15999999999
1,236.25,920.33,100027.78
1,236.4,990,99264.56
1,236.57,720.56,101663.03
