sample_id,site_id,total_power,qw
89,1,3837737.14,0.81
90,1,3707216.66,0.79
91,1,3703757.08,0.78
92,1,3837737.14,0.81
93,1,3678978.21,0.78
94,1,3691021.31,0.78
95,1,3641412.66,0.77
96,1,3733595.83,0.79
97,1,3795815.93,0.8
98,1,3717671.71,0.79
99,1,3730624.04,0.79
100,1,3837737.14,0.81
101,1,3837737.14,0.81
102,1,3717671.71,0.79
103,1,3837737.14,0.81
104,1,3707216.66,0.79
105,1,3682278.09,0.78
106,1,3752411.63,0.79
107,1,3837737.14,0.81
108,1,3702209.84,0.78
109,1,3795815.93,0.8
110,1,3747516.9,0.79
111,1,3691021.31,0.78
112,1,3678978.21,0.78
113,1,3837737.14,0.81
114,1,3707216.66,0.79
115,1,3837737.14,0.81
116,1,3702209.84,0.78
117,1,3810294.49,0.81
118,1,3682278.09,0.78
119,1,3837737.14,0.81
120,1,3837737.14,0.81
121,1,3691021.31,0.78
122,1,3746243.9,0.79
123,1,3752411.63,0.79
124,1,3837737.14,0.81
125,1,3837737.14,0.81
126,1,3861550.66,0.82
127,1,3752411.63,0.79
128,1,3810294.49,0.81
129,1,3691021.31,0.78
130,1,3837737.14,0.81
131,1,3702209.84,0.78
132,1,3760739.43,0.8
133,1,3837737.14,0.81
134,1,3815586.9,0.81
135,1,3736895.27,0.79
136,1,3837737.14,0.81
137,1,3861550.66,0.82
138,1,3777293.76,0.8
139,1,3703666.52,0.78
140,1,3837737.14,0.81
141,1,3788753.98,0.8
142,1,3834958.79,0.81
143,1,3752411.63,0.79
144,1,3752411.63,0.79
145,1,3760739.43,0.8
146,1,3837737.14,0.81
147,1,3815586.9,0.81
148,1,3848562.7,0.81
149,1,3861550.66,0.82
150,1,3752411.63,0.79
151,1,3827846.8,0.81
152,1,3853589.87,0.82
153,1,3788753.98,0.8
154,1,3853664.44,0.82
155,1,3786832.93,0.8
156,1,3744823.5,0.79
157,1,3777293.76,0.8
158,1,3837737.14,0.81
159,1,3798618.79,0.8
160,1,3760739.43,0.8
161,1,3861550.66,0.82
162,1,3803600.82,0.81
163,1,3788753.98,0.8
164,1,3798618.79,0.8
165,1,3853589.87,0.82
166,1,3752411.63,0.79
167,1,3770990.06,0.8
168,1,3760739.43,0.8
169,1,3788753.98,0.8
170,1,3782913.43,0.8
171,1,3794614.55,0.8
172,1,3771188.22,0.8
173,1,3861550.66,0.82
174,1,3790913.74,0.8
175,1,3803600.82,0.81
176,1,3788753.98,0.8
177,1,3794614.55,0.8
178,1,3810213.99,0.81
179,1,3794626.94,0.8
180,1,3804375.94,0.81
181,1,3788753.98,0.8
182,1,3853589.87,0.82
183,1,3733302.79,0.79
184,1,3770990.06,0.8
185,1,3861550.66,0.82
186,1,3770990.06,0.8
187,1,3788753.98,0.8
188,1,3790913.74,0.8
189,1,3791990.3,0.8
190,1,3764897.52,0.8
191,1,3811090.89,0.81
192,1,3803600.82,0.81
193,1,3762972.98,0.8
194,1,3703473.55,0.78
195,1,3853589.87,0.82
196,1,3794626.94,0.8
197,1,3861550.66,0.82
198,1,3678663.11,0.78
199,1,3762972.98,0.8
200,1,3803600.82,0.81
201,1,3791990.3,0.8
202,1,3861550.66,0.82
203,1,3861550.66,0.82
204,1,3794626.94,0.8
205,1,3715219.48,0.79
206,1,3788753.98,0.8
207,1,3790913.74,0.8
208,1,3861550.66,0.82
209,1,3861550.66,0.82
210,1,3794626.94,0.8
211,1,3861550.66,0.82
212,1,3773498.74,0.8
213,1,3885954.68,0.82
214,1,3819197.56,0.81
215,1,3752952.32,0.79
216,1,3791990.3,0.8
217,1,3770417.19,0.8
218,1,3861550.66,0.82
219,1,3724125.77,0.79
220,1,3861550.66,0.82
221,1,3885954.68,0.82
222,1,3861550.66,0.82
223,1,3791990.3,0.8
224,1,3800388.04,0.8
225,1,3821558.68,0.81
226,1,3788657.04,0.8
227,1,3752952.32,0.79
228,1,3770417.19,0.8
229,1,3773498.74,0.8
230,1,3861550.66,0.82
231,1,3885954.68,0.82
232,1,3737841.35,0.79
233,1,3885954.68,0.82
234,1,3821558.68,0.81
235,1,3635616.95,0.77
236,1,3775734.48,0.8
237,1,3800388.04,0.8
238,1,3788657.04,0.8
239,1,3781395.96,0.8
240,1,3752952.32,0.79
241,1,3791990.3,0.8
242,1,3770417.19,0.8
243,1,3773498.74,0.8
244,1,3861550.66,0.82
245,1,3885954.68,0.82
246,1,3798459.54,0.8
247,1,3752952.32,0.79
248,1,3874322.57,0.82
249,1,3838220.84,0.81
250,1,3770417.19,0.8
251,1,3775734.48,0.8
252,1,3800388.04,0.8
253,1,3861550.66,0.82
254,1,3796238.07,0.8
255,1,3592059.5,0.76
256,1,3781395.96,0.8
257,1,3885954.68,0.82
258,1,3763294.98,0.8
259,1,3874322.57,0.82
260,1,3861550.66,0.82
261,1,3798459.54,0.8
262,1,3656673.08,0.77
263,1,3838220.84,0.81
264,1,3770417.19,0.8
265,1,3782520.49,0.8
266,1,3781395.96,0.8
267,1,3824414.69,0.81
268,1,3752952.32,0.79
269,1,3885954.68,0.82
270,1,3740029.07,0.79
271,1,3782520.49,0.8
272,1,3826529.18,0.81
273,1,3874322.57,0.82
274,1,3838220.84,0.81
275,1,3885122.51,0.82
276,1,3808318.96,0.81
277,1,3861550.66,0.82
278,1,3752952.32,0.79
279,1,3842365.87,0.81
280,1,3770417.19,0.8
281,1,3885954.68,0.82
282,1,3724183.67,0.79
283,1,3874322.57,0.82
284,1,3752952.32,0.79
285,1,3808318.96,0.81
286,1,3842365.87,0.81
287,1,3885122.51,0.82
288,1,3861550.66,0.82
289,1,3808255.27,0.81
290,1,3826529.18,0.81
291,1,3885954.68,0.82
292,1,3743837.68,0.79
293,1,3885954.68,0.82
294,1,3743837.68,0.79
295,1,3866277.28,0.82
296,1,3874322.57,0.82
297,1,3693873.89,0.78
298,1,3808318.96,0.81
299,1,3720964.19,0.79
300,1,3885122.51,0.82
301,1,3885954.68,0.82
302,1,3861550.66,0.82
303,1,3829874.87,0.81
304,1,3885954.68,0.82
305,1,3885954.68,0.82
306,1,3728292.76,0.79
307,1,3743837.68,0.79
308,1,3885954.68,0.82
309,1,3885954.68,0.82
310,1,3874322.57,0.82
311,1,3861550.66,0.82
312,1,3885954.68,0.82
313,1,3876983.08,0.82
314,1,3877749.38,0.82
315,1,3885954.68,0.82
316,1,3808318.96,0.81
317,1,3885954.68,0.82
318,1,3749685.12,0.79
319,1,3874322.57,0.82
320,1,3885954.68,0.82
321,1,3874322.57,0.82
322,1,3885954.68,0.82
323,1,3885954.68,0.82
324,1,3652085.43,0.77
325,1,3874322.57,0.82
326,1,3876983.08,0.82
327,1,3743837.68,0.79
328,1,3861550.66,0.82
329,1,3885954.68,0.82
330,1,3885954.68,0.82
331,1,3874322.57,0.82
332,1,3813223.04,0.81
333,1,3874322.57,0.82
334,1,3858343.96,0.82
335,1,3743837.68,0.79
336,1,3885954.68,0.82
337,1,3874322.57,0.82
338,1,3749685.12,0.79
339,1,3885954.68,0.82
340,1,3876983.08,0.82
341,1,3885954.68,0.82
342,1,3887729.61,0.82
343,1,3874322.57,0.82
344,1,3858343.96,0.82
345,1,3787827.89,0.8
346,1,3648282.61,0.77
347,1,3885954.68,0.82
348,1,3874322.57,0.82
349,1,3876983.08,0.82
350,1,3876983.08,0.82
351,1,3874322.57,0.82
352,1,3749685.12,0.79
353,1,3887729.61,0.82
354,1,3858343.96,0.82
355,1,3876983.08,0.82
356,1,3876983.08,0.82
357,1,3787827.89,0.8
358,1,3885954.68,0.82
359,1,3749685.12,0.79
360,1,3782852.89,0.8
361,1,3874322.57,0.82
362,1,3877832.85,0.82
363,1,3858343.96,0.82
364,1,3839497.74,0.81
365,1,3887729.61,0.82
366,1,3876983.08,0.82
367,1,3874341.71,0.82
368,1,3885954.68,0.82
369,1,3858343.96,0.82
370,1,3852953.57,0.82
371,1,3858343.96,0.82
372,1,3875952.51,0.82
373,1,3787827.89,0.8
374,1,3876983.08,0.82
375,1,3839497.74,0.81
376,1,3877832.85,0.82
377,1,3887729.61,0.82
378,1,3876983.08,0.82
379,1,3852953.57,0.82
380,1,3875952.51,0.82
381,1,3852953.57,0.82
382,1,3876983.08,0.82
383,1,3887729.61,0.82
384,1,3876983.08,0.82
385,1,3876983.08,0.82
386,1,3887729.61,0.82
387,1,3858343.96,0.82
388,1,3858343.96,0.82
389,1,3887729.61,0.82
390,1,3875952.51,0.82
391,1,3887729.61,0.82
392,1,3858343.96,0.82
393,1,3876983.08,0.82
394,1,3875952.51,0.82
395,1,3858343.96,0.82
396,1,3852953.57,0.82
397,1,3874844.56,0.82
398,1,3894068.15,0.82
399,1,3887729.61,0.82
400,1,3887729.61,0.82
401,1,3894068.15,0.82
402,1,3839873.87,0.81
403,1,3858343.96,0.82
404,1,3875952.51,0.82
405,1,3868851.25,0.82
406,1,3887729.61,0.82
407,1,3874844.56,0.82
408,1,3858343.96,0.82
409,1,3865667.33,0.82
410,1,3904293.16,0.83
411,1,3887729.61,0.82
412,1,3894068.15,0.82
413,1,3904293.16,0.83
414,1,3904293.16,0.83
415,1,3868851.25,0.82
416,1,3894068.15,0.82
417,1,3894068.15,0.82
418,1,3875952.51,0.82
419,1,3876643.7,0.82
420,1,3858343.96,0.82
421,1,3887729.61,0.82
422,1,3858343.96,0.82
423,1,3900429.41,0.83
424,1,3874844.56,0.82
425,1,3904293.16,0.83
426,1,3865993.57,0.82
427,1,3900429.41,0.83
428,1,3875952.51,0.82
429,1,3905384.68,0.83
430,1,3874844.56,0.82
431,1,3886795.75,0.82
432,1,3886419.88,0.82
433,1,3887729.61,0.82
434,1,3894068.15,0.82
435,1,3868943.71,0.82
436,1,3876643.7,0.82
437,1,3905384.68,0.83
438,1,3886795.75,0.82
439,1,3874844.56,0.82
440,1,3885680.41,0.82
441,1,3868943.71,0.82
442,1,3871709.46,0.82
443,1,3887729.61,0.82
444,1,3887028.21,0.82
445,1,3876242.3,0.82
446,1,3886419.88,0.82
447,1,3875952.51,0.82
448,1,3901275.3,0.83
449,1,3905384.68,0.83
450,1,3885924.04,0.82
451,1,3748343.49,0.79
452,1,3895472.57,0.82
453,1,3871709.46,0.82
454,1,3874844.56,0.82
455,1,3899152.95,0.83
456,1,3887028.21,0.82
457,1,3886795.75,0.82
458,1,3901275.3,0.83
459,1,3876242.3,0.82
460,1,3905384.68,0.83
461,1,3905384.68,0.83
462,1,3905384.68,0.83
463,1,3887028.21,0.82
464,1,3871324.92,0.82
465,1,3905384.68,0.83
466,1,3698868.61,0.78
467,1,3885924.04,0.82
468,1,3885924.04,0.82
469,1,3874844.56,0.82
470,1,3886795.75,0.82
471,1,3876242.3,0.82
472,1,3740982.36,0.79
473,1,3905384.68,0.83
474,1,3905384.68,0.83
475,1,3740982.36,0.79
476,1,3876242.3,0.82
477,1,3886795.75,0.82
478,1,3905384.68,0.83
479,1,3905384.68,0.83
480,1,3895910.79,0.82
481,1,3905384.68,0.83
482,1,3905384.68,0.83
483,1,3869375.84,0.82
484,1,3874844.56,0.82
485,1,3905384.68,0.83
486,1,3886795.75,0.82
487,1,3905384.68,0.83
488,1,3876242.3,0.82
489,1,3905384.68,0.83
490,1,3905384.68,0.83
491,1,3895910.79,0.82
492,1,3869375.84,0.82
493,1,3895910.79,0.82
494,1,3905384.68,0.83
495,1,3752194.52,0.79
496,1,3865114.84,0.82
497,1,3905384.68,0.83
498,1,3865114.84,0.82
499,1,3905384.68,0.83
500,1,3852406.69,0.82
501,1,3895910.79,0.82
502,1,3895910.79,0.82
503,1,3905384.68,0.83
504,1,3905384.68,0.83
505,1,3799059.04,0.8
506,1,3895910.79,0.82
507,1,3905384.68,0.83
508,1,3905384.68,0.83
509,1,3905384.68,0.83
510,1,3805669.79,0.81
511,1,3895910.79,0.82
512,1,3905384.68,0.83
513,1,3859822.13,0.82
514,1,3856966.92,0.82
515,1,3905384.68,0.83
516,1,3895910.79,0.82
517,1,3903097.51,0.83
518,1,3905384.68,0.83
519,1,3741331.96,0.79
520,1,3905384.68,0.83
521,1,3905384.68,0.83
522,1,3895910.79,0.82
523,1,3905384.68,0.83
524,1,3895910.79,0.82
525,1,3905384.68,0.83
526,1,3805669.79,0.81
527,1,3905384.68,0.83
528,1,3895910.79,0.82
529,1,3905384.68,0.83
530,1,3859822.13,0.82
531,1,3905384.68,0.83
532,1,3895910.79,0.82
533,1,3905384.68,0.83
534,1,3905384.68,0.83
535,1,3895910.79,0.82
536,1,3905384.68,0.83
537,1,3905384.68,0.83
538,1,3905384.68,0.83
539,1,3905384.68,0.83
540,1,3709023.94,0.79
541,1,3895910.79,0.82
542,1,3895910.79,0.82
543,1,3905384.68,0.83
544,1,3905384.68,0.83
545,1,3905384.68,0.83
546,1,3905384.68,0.83
547,1,3895910.79,0.82
548,1,3905384.68,0.83
549,1,3905384.68,0.83
550,1,3726831.66,0.79
551,1,3903734.31,0.83
552,1,3895910.79,0.82
553,1,3895910.79,0.82
554,1,3905384.68,0.83
555,1,3905384.68,0.83
556,1,3905384.68,0.83
557,1,3905384.68,0.83
558,1,3905384.68,0.83
559,1,3895910.79,0.82
560,1,3905384.68,0.83
561,1,3895910.79,0.82
562,1,3895910.79,0.82
563,1,3905384.68,0.83
564,1,3829296.24,0.81
565,1,3903734.31,0.83
566,1,3905384.68,0.83
567,1,3895910.79,0.82
568,1,3905384.68,0.83
569,1,3905384.68,0.83
570,1,3905384.68,0.83
571,1,3905384.68,0.83
572,1,3895910.79,0.82
573,1,3905384.68,0.83
574,1,3895910.79,0.82
575,1,3905384.68,0.83
576,1,3895910.79,0.82
577,1,3905384.68,0.83
578,1,3905384.68,0.83
579,1,3895910.79,0.82
580,1,3820467.86,0.81
581,1,3905384.68,0.83
582,1,3895910.79,0.82
583,1,3905384.68,0.83
584,1,3895910.79,0.82
585,1,3795879.73,0.8
586,1,3905384.68,0.83
587,1,3905384.68,0.83
588,1,3905384.68,0.83
589,1,3895910.79,0.82
590,1,3905384.68,0.83
591,1,3895910.79,0.82
592,1,3905384.68,0.83
593,1,3905384.68,0.83
594,1,3895910.79,0.82
595,1,3905384.68,0.83
596,1,3905384.68,0.83
597,1,3905384.68,0.83
598,1,3905384.68,0.83
599,1,3895910.79,0.82
600,1,3905384.68,0.83
601,1,3807914.28,0.81
602,1,3905384.68,0.83
603,1,3905384.68,0.83
604,1,3905384.68,0.83
605,1,3905384.68,0.83
606,1,3905384.68,0.83
607,1,3905384.68,0.83
608,1,3905384.68,0.83
609,1,3905384.68,0.83
610,1,3930092.72,0.83
611,1,3905384.68,0.83
612,1,3787606.09,0.8
613,1,3905384.68,0.83
614,1,3905384.68,0.83
615,1,3905384.68,0.83
616,1,3895910.79,0.82
617,1,3930092.72,0.83
618,1,3875036.91,0.82
619,1,3905384.68,0.83
620,1,3939700.79,0.83
621,1,3905384.68,0.83
622,1,3822009.72,0.81
623,1,3894844.04,0.82
624,1,3895910.79,0.82
625,1,3760264.5,0.8
626,1,3905384.68,0.83
627,1,3905384.68,0.83
628,1,3905384.68,0.83
629,1,3939700.79,0.83
630,1,3905384.68,0.83
631,1,3939700.79,0.83
632,1,3905384.68,0.83
633,1,3905384.68,0.83
634,1,3872601.07,0.82
635,1,3691707.54,0.78
636,1,3894844.04,0.82
637,1,3905384.68,0.83
638,1,3900117.92,0.83
639,1,3875036.91,0.82
640,1,3905384.68,0.83
641,1,3939700.79,0.83
642,1,3870520.78,0.82
643,1,3905384.68,0.83
644,1,3768484.85,0.8
645,1,3939700.79,0.83
646,1,3888167.84,0.82
647,1,3928113.5,0.83
648,1,3894844.04,0.82
649,1,3941385.72,0.83
650,1,3905384.68,0.83
651,1,3898735.52,0.83
652,1,3905384.68,0.83
653,1,3941385.72,0.83
654,1,3888167.84,0.82
655,1,3905384.68,0.83
656,1,3939700.79,0.83
657,1,3667749.13,0.78
658,1,3905384.68,0.83
659,1,3877291.06,0.82
660,1,3966008.51,0.84
661,1,3870520.78,0.82
662,1,3905384.68,0.83
663,1,3894844.04,0.82
664,1,3941385.72,0.83
665,1,3966008.51,0.84
666,1,3894844.04,0.82
667,1,3905384.68,0.83
668,1,3904895.33,0.83
669,1,3894844.04,0.82
670,1,3941385.72,0.83
671,1,3956536.32,0.84
672,1,3877291.06,0.82
673,1,3905384.68,0.83
674,1,3941385.72,0.83
675,1,3957305.53,0.84
676,1,3905384.68,0.83
677,1,3966008.51,0.84
678,1,3941385.72,0.83
679,1,3913661.34,0.83
680,1,3905384.68,0.83
681,1,3894844.04,0.82
682,1,3956536.32,0.84
683,1,3894844.04,0.82
684,1,3905384.68,0.83
685,1,3894844.04,0.82
686,1,3941385.72,0.83
687,1,3922192.7,0.83
688,1,3952823.87,0.84
689,1,3966008.51,0.84
690,1,3941385.72,0.83
691,1,3935334.87,0.83
692,1,3905384.68,0.83
693,1,3827076.64,0.81
694,1,3915751.17,0.83
695,1,3937154.32,0.83
696,1,3966008.51,0.84
697,1,3941385.72,0.83
698,1,3905384.68,0.83
699,1,3952823.87,0.84
700,1,3937520.88,0.83
701,1,3966008.51,0.84
702,1,3952823.87,0.84
703,1,3937520.88,0.83
704,1,3905384.68,0.83
705,1,3905384.68,0.83
706,1,3941385.72,0.83
707,1,3937154.32,0.83
708,1,3941385.72,0.83
709,1,3952823.87,0.84
710,1,3966008.51,0.84
711,1,3935334.87,0.83
712,1,3915751.17,0.83
713,1,3966008.51,0.84
714,1,3943428.3,0.84
715,1,3899820.39,0.83
716,1,3940566.33,0.83
717,1,3966008.51,0.84
718,1,3960810.54,0.84
719,1,3937154.32,0.83
720,1,3952823.87,0.84
721,1,3941385.72,0.83
722,1,3952823.87,0.84
723,1,3941385.72,0.83
724,1,3762798.98,0.8
725,1,3966008.51,0.84
726,1,3964877.95,0.84
727,1,3899820.39,0.83
728,1,3966008.51,0.84
729,1,3934631.01,0.83
730,1,3960810.54,0.84
731,1,3937154.32,0.83
732,1,3952823.87,0.84
733,1,3923641.59,0.83
734,1,3941385.72,0.83
735,1,3945370.17,0.84
736,1,3940566.33,0.83
737,1,3966008.51,0.84
738,1,3934631.01,0.83
739,1,3966008.51,0.84
740,1,3964877.95,0.84
741,1,3909533.53,0.83
742,1,3945370.17,0.84
743,1,3961367.73,0.84
744,1,3937154.32,0.83
745,1,3960234.88,0.84
746,1,3874754.5,0.82
747,1,3952823.87,0.84
748,1,3939275.2,0.83
749,1,3966008.51,0.84
750,1,3952823.87,0.84
751,1,3844727.27,0.81
752,1,3923603.3,0.83
753,1,3925201.08,0.83
754,1,3945370.17,0.84
755,1,3927819.96,0.83
756,1,3961367.73,0.84
757,1,3909533.53,0.83
758,1,3962330.11,0.84
759,1,3959889.58,0.84
760,1,3937154.32,0.83
761,1,3966008.51,0.84
762,1,3925201.08,0.83
763,1,3945370.17,0.84
764,1,3954190.66,0.84
765,1,3968768.94,0.84
766,1,3909533.53,0.83
767,1,3966008.51,0.84
768,1,3937154.32,0.83
769,1,3927819.96,0.83
770,1,3923603.3,0.83
771,1,3959889.58,0.84
772,1,3945370.17,0.84
773,1,3968768.94,0.84
774,1,3927819.96,0.83
775,1,3934999.8,0.83
776,1,3925201.08,0.83
777,1,3936669.18,0.83
778,1,3945370.17,0.84
779,1,3912830.79,0.83
780,1,3959889.58,0.84
781,1,3819194.83,0.81
782,1,3961990.1,0.84
783,1,3954190.66,0.84
784,1,3945370.17,0.84
785,1,3968768.94,0.84
786,1,3963176.98,0.84
787,1,3949607.52,0.84
788,1,3940361.69,0.83
789,1,3959889.58,0.84
790,1,3936669.18,0.83
791,1,3934999.8,0.83
792,1,3967718.8,0.84
793,1,3927819.96,0.83
794,1,3968768.94,0.84
795,1,3912830.79,0.83
796,1,3968768.94,0.84
797,1,3968768.94,0.84
798,1,3940361.69,0.83
799,1,3927819.96,0.83
800,1,3967718.8,0.84
801,1,3963176.98,0.84
802,1,3969469.63,0.84
803,1,3968768.94,0.84
804,1,3968768.94,0.84
805,1,3958979.18,0.84
806,1,3934999.8,0.83
807,1,3961645.01,0.84
808,1,3792002.19,0.8
809,1,3969469.63,0.84
810,1,3964079.11,0.84
811,1,3969469.63,0.84
812,1,3968768.94,0.84
813,1,3968768.94,0.84
814,1,3839796.52,0.81
815,1,3968768.94,0.84
816,1,3969469.63,0.84
817,1,3979424.73,0.84
818,1,3958979.18,0.84
819,1,3968768.94,0.84
820,1,3969469.63,0.84
821,1,3979424.73,0.84
822,1,3965178,0.84
823,1,3849256.45,0.82
824,1,3968768.94,0.84
825,1,3957766.16,0.84
826,1,3979424.73,0.84
827,1,3954832.43,0.84
828,1,3803522.91,0.81
829,1,3958979.18,0.84
830,1,3969469.63,0.84
831,1,3972177.85,0.84
832,1,3969469.63,0.84
833,1,3979424.73,0.84
834,1,3968768.94,0.84
835,1,3972177.85,0.84
836,1,3969469.63,0.84
837,1,3947893.4,0.84
838,1,3965800.74,0.84
839,1,3780368.87,0.8
840,1,3956136.57,0.84
841,1,3972177.85,0.84
842,1,3844018.06,0.81
843,1,3910134.34,0.83
844,1,3965178,0.84
845,1,3979424.73,0.84
846,1,3868464.72,0.82
847,1,3965800.74,0.84
848,1,3861104.98,0.82
849,1,3972177.85,0.84
850,1,3969469.63,0.84
851,1,3844018.06,0.81
852,1,3968768.94,0.84
853,1,3965178,0.84
854,1,3963350.23,0.84
855,1,3969539.54,0.84
856,1,3979424.73,0.84
857,1,3979424.73,0.84
858,1,3972859.03,0.84
859,1,3979424.73,0.84
860,1,3965178,0.84
861,1,3965270.33,0.84
862,1,3882303.66,0.82
863,1,3944494.98,0.84
864,1,3764321.46,0.8
865,1,3939100.11,0.83
866,1,3861104.98,0.82
867,1,3963350.23,0.84
868,1,3969539.54,0.84
869,1,3979424.73,0.84
870,1,3965270.33,0.84
871,1,3944494.98,0.84
872,1,3882303.66,0.82
873,1,3979424.73,0.84
874,1,3915593.73,0.83
875,1,3979496.17,0.84
876,1,3968560.38,0.84
877,1,3807737.84,0.81
878,1,3940885.58,0.83
879,1,3861104.98,0.82
880,1,3979424.73,0.84
881,1,3979496.17,0.84
882,1,3940885.58,0.83
883,1,3944494.98,0.84
884,1,3965270.33,0.84
885,1,3957547.29,0.84
886,1,3951149.29,0.84
887,1,3979496.17,0.84
888,1,3979424.73,0.84
889,1,3935112.58,0.83
890,1,3979635.83,0.84
891,1,3968560.38,0.84
892,1,3844840.64,0.81
893,1,3979635.83,0.84
894,1,3944737.82,0.84
895,1,3968560.38,0.84
896,1,3953564.52,0.84
897,1,3968421.82,0.84
898,1,3979496.17,0.84
899,1,3780212.58,0.8
900,1,3965270.33,0.84
901,1,3956252.12,0.84
902,1,3979424.73,0.84
903,1,3940885.58,0.83
904,1,3957547.29,0.84
905,1,3979635.83,0.84
906,1,3968421.82,0.84
907,1,3832217.14,0.81
908,1,3940423.88,0.83
909,1,3979424.73,0.84
910,1,3979768.43,0.84
911,1,3938184.83,0.83
912,1,3968421.82,0.84
913,1,3979496.17,0.84
914,1,3944737.82,0.84
915,1,3968560.38,0.84
916,1,3766576.95,0.8
917,1,3979768.43,0.84
918,1,3966986.37,0.84
919,1,3938184.83,0.83
920,1,3832217.14,0.81
921,1,3979635.83,0.84
922,1,3979768.43,0.84
923,1,3846318.99,0.81
924,1,3979635.83,0.84
925,1,3968421.82,0.84
926,1,3694539.26,0.78
927,1,3940423.88,0.83
928,1,3984477.46,0.84
929,1,3984477.46,0.84
930,1,3979768.43,0.84
931,1,3968421.82,0.84
932,1,3966986.37,0.84
933,1,3984477.46,0.84
934,1,3846468.43,0.81
935,1,3983745.96,0.84
936,1,3979635.83,0.84
937,1,3975597.87,0.84
938,1,3832217.14,0.81
939,1,3697148.29,0.78
940,1,3846318.99,0.81
941,1,3984477.46,0.84
942,1,3984477.46,0.84
943,1,3984477.46,0.84
944,1,3832217.14,0.81
945,1,3966986.37,0.84
946,1,3818329.13,0.81
947,1,3984477.46,0.84
948,1,3689674.49,0.78
949,1,3979635.83,0.84
950,1,3984477.46,0.84
951,1,3858320.52,0.82
952,1,3846468.43,0.81
953,1,3984477.46,0.84
954,1,3858320.52,0.82
955,1,3984477.46,0.84
956,1,3787753.59,0.8
957,1,3984477.46,0.84
958,1,3984477.46,0.84
959,1,3969553.46,0.84
960,1,3824653.73,0.81
961,1,3984477.46,0.84
962,1,3818329.13,0.81
963,1,3856915.33,0.82
964,1,3984477.46,0.84
965,1,3984477.46,0.84
966,1,3969553.46,0.84
967,1,3984477.46,0.84
968,1,3984477.46,0.84
969,1,3984477.46,0.84
970,1,3984477.46,0.84
971,1,3984477.46,0.84
972,1,3824653.73,0.81
973,1,3750853.47,0.79
974,1,3755559.34,0.8
975,1,3760737.31,0.8
976,1,3761186.52,0.8
977,1,3761872.54,0.8
978,1,3765989.31,0.8
979,1,3766599.58,0.8
980,1,3768475.78,0.8
981,1,3777123.57,0.8
982,1,3777929.1,0.8
983,1,3783127.14,0.8
984,1,3784406.41,0.8
985,1,3784771.02,0.8
986,1,3787042.23,0.8
987,1,3792848.64,0.8
988,1,3796000.98,0.8
989,1,3800394.6,0.8
990,1,3803000.77,0.81
991,1,3806606.68,0.81
992,1,3811317.29,0.81
993,1,3819040.37,0.81
994,1,3822212.05,0.81
995,1,3822953.75,0.81
996,1,3823879.94,0.81
997,1,3827166.89,0.81
998,1,3833913.54,0.81
