energy_mw,qw
3.83773714,0.81
3.83773714,0.81
3.8615506600000002,0.82
3.75241163,0.79
3.8102944900000004,0.81
3.69102131,0.78
3.83773714,0.81
3.7022098399999996,0.78
3.76073943,0.8
3.83773714,0.81
3.8155869,0.81
3.73689527,0.79
3.83773714,0.81
3.8615506600000002,0.82
3.7772937599999996,0.8
3.70366652,0.78
3.83773714,0.81
3.78875398,0.8
3.83495879,0.81
3.75241163,0.79
3.75241163,0.79
3.76073943,0.8
3.83773714,0.81
3.8155869,0.81
3.8485627,0.81
3.8615506600000002,0.82
3.75241163,0.79
3.8278467999999997,0.81
3.85358987,0.82
3.78875398,0.8
3.8536644399999997,0.82
3.78683293,0.8
3.7448235,0.79
3.7772937599999996,0.8
3.83773714,0.81
3.79861879,0.8
3.76073943,0.8
3.8615506600000002,0.82
3.8036008199999998,0.81
3.78875398,0.8
3.79861879,0.8
3.85358987,0.82
3.75241163,0.79
3.77099006,0.8
3.76073943,0.8
3.78875398,0.8
3.7829134300000002,0.8
3.79461455,0.8
3.7711882200000004,0.8
3.8615506600000002,0.82
3.79091374,0.8
3.8036008199999998,0.81
3.78875398,0.8
3.79461455,0.8
3.8102139900000003,0.81
3.79462694,0.8
3.80437594,0.81
3.78875398,0.8
3.85358987,0.82
3.73330279,0.79
3.77099006,0.8
3.8615506600000002,0.82
3.77099006,0.8
3.78875398,0.8
3.79091374,0.8
3.7919902999999997,0.8
3.76489752,0.8
3.81109089,0.81
3.8036008199999998,0.81
3.76297298,0.8
3.70347355,0.78
3.85358987,0.82
3.79462694,0.8
3.8615506600000002,0.82
3.67866311,0.78
3.76297298,0.8
3.8036008199999998,0.81
3.7919902999999997,0.8
3.8615506600000002,0.82
3.8615506600000002,0.82
3.79462694,0.8
3.71521948,0.79
3.78875398,0.8
3.79091374,0.8
3.8615506600000002,0.82
3.8615506600000002,0.82
3.79462694,0.8
3.8615506600000002,0.82
3.7734987400000004,0.8
3.88595468,0.82
3.81919756,0.81
3.75295232,0.79
3.7919902999999997,0.8
3.77041719,0.8
3.8615506600000002,0.82
3.72412577,0.79
3.8615506600000002,0.82
3.88595468,0.82
3.8615506600000002,0.82
3.7919902999999997,0.8
3.80038804,0.8
3.8215586800000003,0.81
3.78865704,0.8
3.75295232,0.79
3.77041719,0.8
3.7734987400000004,0.8
3.8615506600000002,0.82
3.88595468,0.82
3.73784135,0.79
3.88595468,0.82
3.8215586800000003,0.81
3.63561695,0.77
3.77573448,0.8
3.80038804,0.8
3.78865704,0.8
3.78139596,0.8
3.75295232,0.79
3.7919902999999997,0.8
3.77041719,0.8
3.7734987400000004,0.8
3.8615506600000002,0.82
3.88595468,0.82
3.79845954,0.8
3.75295232,0.79
3.87432257,0.82
3.83822084,0.81
3.77041719,0.8
3.77573448,0.8
3.80038804,0.8
3.8615506600000002,0.82
3.79623807,0.8
3.5920595,0.76
3.78139596,0.8
3.88595468,0.82
3.76329498,0.8
3.87432257,0.82
3.8615506600000002,0.82
3.79845954,0.8
3.65667308,0.77
3.83822084,0.81
3.77041719,0.8
3.78252049,0.8
3.78139596,0.8
3.82441469,0.81
3.75295232,0.79
3.88595468,0.82
3.74002907,0.79
3.78252049,0.8
3.82652918,0.81
3.87432257,0.82
3.83822084,0.81
3.88512251,0.82
3.80831896,0.81
3.8615506600000002,0.82
3.75295232,0.79
3.84236587,0.81
3.77041719,0.8
3.88595468,0.82
3.72418367,0.79
3.87432257,0.82
3.75295232,0.79
3.80831896,0.81
3.84236587,0.81
3.88512251,0.82
3.8615506600000002,0.82
3.80825527,0.81
3.82652918,0.81
3.88595468,0.82
3.7438376800000004,0.79
3.88595468,0.82
3.7438376800000004,0.79
3.86627728,0.82
3.87432257,0.82
3.6938738900000003,0.78
3.80831896,0.81
3.72096419,0.79
3.88512251,0.82
3.88595468,0.82
3.8615506600000002,0.82
3.8298748700000003,0.81
3.88595468,0.82
3.88595468,0.82
3.72829276,0.79
3.7438376800000004,0.79
3.88595468,0.82
3.88595468,0.82
3.87432257,0.82
3.8615506600000002,0.82
3.88595468,0.82
3.87698308,0.82
3.87774938,0.82
3.88595468,0.82
3.80831896,0.81
3.88595468,0.82
3.74968512,0.79
3.87432257,0.82
3.88595468,0.82
3.87432257,0.82
3.88595468,0.82
3.88595468,0.82
3.65208543,0.77
3.87432257,0.82
3.87698308,0.82
3.7438376800000004,0.79
3.8615506600000002,0.82
3.88595468,0.82
3.88595468,0.82
3.87432257,0.82
3.81322304,0.81
3.87432257,0.82
3.85834396,0.82
3.7438376800000004,0.79
3.88595468,0.82
3.87432257,0.82
3.74968512,0.79
3.88595468,0.82
3.87698308,0.82
3.88595468,0.82
3.88772961,0.82
3.87432257,0.82
3.85834396,0.82
3.78782789,0.8
3.64828261,0.77
3.88595468,0.82
3.87432257,0.82
3.87698308,0.82
3.87698308,0.82
3.87432257,0.82
3.74968512,0.79
3.88772961,0.82
3.85834396,0.82
3.87698308,0.82
3.87698308,0.82
3.78782789,0.8
3.88595468,0.82
3.74968512,0.79
3.78285289,0.8
3.87432257,0.82
3.87783285,0.82
3.85834396,0.82
3.83949774,0.81
3.88772961,0.82
3.87698308,0.82
3.87434171,0.82
3.88595468,0.82
3.85834396,0.82
3.85295357,0.82
3.85834396,0.82
3.87595251,0.82
3.78782789,0.8
3.87698308,0.82
3.83949774,0.81
3.87783285,0.82
3.88772961,0.82
3.87698308,0.82
3.85295357,0.82
3.87595251,0.82
3.85295357,0.82
3.87698308,0.82
3.88772961,0.82
3.87698308,0.82
3.87698308,0.82
3.88772961,0.82
3.85834396,0.82
3.85834396,0.82
3.88772961,0.82
3.87595251,0.82
3.88772961,0.82
3.85834396,0.82
3.87698308,0.82
3.87595251,0.82
3.85834396,0.82
3.85295357,0.82
3.87484456,0.82
3.89406815,0.82
3.88772961,0.82
3.88772961,0.82
3.89406815,0.82
3.83987387,0.81
3.85834396,0.82
3.87595251,0.82
3.86885125,0.82
3.88772961,0.82
3.87484456,0.82
3.85834396,0.82
3.86566733,0.82
3.90429316,0.83
3.88772961,0.82
3.89406815,0.82
3.90429316,0.83
3.90429316,0.83
3.86885125,0.82
3.89406815,0.82
3.89406815,0.82
3.87595251,0.82
3.8766437000000002,0.82
3.85834396,0.82
3.88772961,0.82
3.85834396,0.82
3.90042941,0.83
3.87484456,0.82
3.90429316,0.83
3.8659935699999997,0.82
3.90042941,0.83
3.87595251,0.82
3.90538468,0.83
3.87484456,0.82
3.88679575,0.82
3.88641988,0.82
3.88772961,0.82
3.89406815,0.82
3.86894371,0.82
3.8766437000000002,0.82
3.90538468,0.83
3.88679575,0.82
3.87484456,0.82
3.88568041,0.82
3.86894371,0.82
3.87170946,0.82
3.88772961,0.82
3.88702821,0.82
3.8762423,0.82
3.88641988,0.82
3.87595251,0.82
3.9012753,0.83
3.90538468,0.83
3.88592404,0.82
3.7483434900000003,0.79
3.89547257,0.82
3.87170946,0.82
3.87484456,0.82
3.8991529500000004,0.83
3.88702821,0.82
3.88679575,0.82
3.9012753,0.83
3.8762423,0.82
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.88702821,0.82
3.8713249199999997,0.82
3.90538468,0.83
3.69886861,0.78
3.88592404,0.82
3.88592404,0.82
3.87484456,0.82
3.88679575,0.82
3.8762423,0.82
3.74098236,0.79
3.90538468,0.83
3.90538468,0.83
3.74098236,0.79
3.8762423,0.82
3.88679575,0.82
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.86937584,0.82
3.87484456,0.82
3.90538468,0.83
3.88679575,0.82
3.90538468,0.83
3.8762423,0.82
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.86937584,0.82
3.89591079,0.82
3.90538468,0.83
3.75219452,0.79
3.86511484,0.82
3.90538468,0.83
3.86511484,0.82
3.90538468,0.83
3.85240669,0.82
3.89591079,0.82
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.79905904,0.8
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.80566979,0.81
3.89591079,0.82
3.90538468,0.83
3.85982213,0.82
3.85696692,0.82
3.90538468,0.83
3.89591079,0.82
3.90309751,0.83
3.90538468,0.83
3.74133196,0.79
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.80566979,0.81
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.85982213,0.82
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.70902394,0.79
3.89591079,0.82
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.72683166,0.79
3.90373431,0.83
3.89591079,0.82
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.89591079,0.82
3.89591079,0.82
3.90538468,0.83
3.82929624,0.81
3.90373431,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.82046786,0.81
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.89591079,0.82
3.79587973,0.8
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.90538468,0.83
3.80791428,0.81
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.93009272,0.83
3.90538468,0.83
3.7876060899999997,0.8
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.89591079,0.82
3.93009272,0.83
3.87503691,0.82
3.90538468,0.83
3.93970079,0.83
3.90538468,0.83
3.82200972,0.81
3.89484404,0.82
3.89591079,0.82
3.7602645,0.8
3.90538468,0.83
3.90538468,0.83
3.90538468,0.83
3.93970079,0.83
3.90538468,0.83
3.93970079,0.83
3.90538468,0.83
3.90538468,0.83
3.87260107,0.82
3.69170754,0.78
3.89484404,0.82
3.90538468,0.83
3.90011792,0.83
3.87503691,0.82
3.90538468,0.83
3.93970079,0.83
3.8705207799999997,0.82
3.90538468,0.83
3.76848485,0.8
3.93970079,0.83
3.88816784,0.82
3.9281135,0.83
3.89484404,0.82
3.9413857200000004,0.83
3.90538468,0.83
3.8987355200000002,0.83
3.90538468,0.83
3.9413857200000004,0.83
3.88816784,0.82
3.90538468,0.83
3.93970079,0.83
3.66774913,0.78
3.90538468,0.83
3.87729106,0.82
3.96600851,0.84
3.8705207799999997,0.82
3.90538468,0.83
3.89484404,0.82
3.9413857200000004,0.83
3.96600851,0.84
3.89484404,0.82
3.90538468,0.83
3.90489533,0.83
3.89484404,0.82
3.9413857200000004,0.83
3.9565363199999997,0.84
3.87729106,0.82
3.90538468,0.83
3.9413857200000004,0.83
3.9573055299999997,0.84
3.90538468,0.83
3.96600851,0.84
3.9413857200000004,0.83
3.91366134,0.83
3.90538468,0.83
3.89484404,0.82
3.9565363199999997,0.84
3.89484404,0.82
3.90538468,0.83
3.89484404,0.82
3.9413857200000004,0.83
3.9221927,0.83
3.95282387,0.84
3.96600851,0.84
3.9413857200000004,0.83
3.93533487,0.83
3.90538468,0.83
3.82707664,0.81
3.91575117,0.83
3.93715432,0.83
3.96600851,0.84
3.9413857200000004,0.83
3.90538468,0.83
3.95282387,0.84
3.9375208799999997,0.83
3.96600851,0.84
3.95282387,0.84
3.9375208799999997,0.83
3.90538468,0.83
3.90538468,0.83
3.9413857200000004,0.83
3.93715432,0.83
3.9413857200000004,0.83
3.95282387,0.84
3.96600851,0.84
3.93533487,0.83
3.91575117,0.83
3.96600851,0.84
3.9434283,0.84
3.89982039,0.83
3.9405663300000002,0.83
3.96600851,0.84
3.96081054,0.84
3.93715432,0.83
3.95282387,0.84
3.9413857200000004,0.83
3.95282387,0.84
3.9413857200000004,0.83
3.76279898,0.8
3.96600851,0.84
3.96487795,0.84
3.89982039,0.83
3.96600851,0.84
3.93463101,0.83
3.96081054,0.84
3.93715432,0.83
3.95282387,0.84
3.92364159,0.83
3.9413857200000004,0.83
3.94537017,0.84
3.9405663300000002,0.83
3.96600851,0.84
3.93463101,0.83
3.96600851,0.84
3.96487795,0.84
3.9095335299999996,0.83
3.94537017,0.84
3.96136773,0.84
3.93715432,0.83
3.96023488,0.84
3.8747545,0.82
3.95282387,0.84
3.9392752,0.83
3.96600851,0.84
3.95282387,0.84
3.84472727,0.81
3.9236033,0.83
3.92520108,0.83
3.94537017,0.84
3.92781996,0.83
3.96136773,0.84
3.9095335299999996,0.83
3.96233011,0.84
3.95988958,0.84
3.93715432,0.83
3.96600851,0.84
3.92520108,0.83
3.94537017,0.84
3.95419066,0.84
3.96876894,0.84
3.9095335299999996,0.83
3.96600851,0.84
3.93715432,0.83
3.92781996,0.83
3.9236033,0.83
3.95988958,0.84
3.94537017,0.84
3.96876894,0.84
3.92781996,0.83
3.9349998,0.83
3.92520108,0.83
3.93666918,0.83
3.94537017,0.84
3.91283079,0.83
3.95988958,0.84
3.8191948300000003,0.81
3.9619901,0.84
3.95419066,0.84
3.94537017,0.84
3.96876894,0.84
3.96317698,0.84
3.94960752,0.84
3.94036169,0.83
3.95988958,0.84
3.93666918,0.83
3.9349998,0.83
3.9677187999999997,0.84
3.92781996,0.83
3.96876894,0.84
3.91283079,0.83
3.96876894,0.84
3.96876894,0.84
3.94036169,0.83
3.92781996,0.83
3.9677187999999997,0.84
3.96317698,0.84
3.96946963,0.84
3.96876894,0.84
3.96876894,0.84
3.95897918,0.84
3.9349998,0.83
3.96164501,0.84
3.79200219,0.8
3.96946963,0.84
3.9640791099999997,0.84
3.96946963,0.84
3.96876894,0.84
3.96876894,0.84
3.83979652,0.81
3.96876894,0.84
3.96946963,0.84
3.97942473,0.84
3.95897918,0.84
3.96876894,0.84
3.96946963,0.84
3.97942473,0.84
3.965178,0.84
3.8492564500000004,0.82
3.96876894,0.84
3.9577661600000003,0.84
3.97942473,0.84
3.95483243,0.84
3.8035229100000003,0.81
3.95897918,0.84
3.96946963,0.84
3.97217785,0.84
3.96946963,0.84
3.97942473,0.84
3.96876894,0.84
3.97217785,0.84
3.96946963,0.84
3.9478934,0.84
3.96580074,0.84
3.78036887,0.8
3.95613657,0.84
3.97217785,0.84
3.8440180600000002,0.81
3.91013434,0.83
3.965178,0.84
3.97942473,0.84
3.8684647200000004,0.82
3.96580074,0.84
3.86110498,0.82
3.97217785,0.84
3.96946963,0.84
3.8440180600000002,0.81
3.96876894,0.84
3.965178,0.84
3.96335023,0.84
3.96953954,0.84
3.97942473,0.84
3.97942473,0.84
3.97285903,0.84
3.97942473,0.84
3.965178,0.84
3.96527033,0.84
3.8823036600000003,0.82
3.94449498,0.84
3.76432146,0.8
3.93910011,0.83
3.86110498,0.82
3.96335023,0.84
3.96953954,0.84
3.97942473,0.84
3.96527033,0.84
3.94449498,0.84
3.8823036600000003,0.82
3.97942473,0.84
3.91559373,0.83
3.97949617,0.84
3.96856038,0.84
3.8077378399999997,0.81
3.94088558,0.83
3.86110498,0.82
3.97942473,0.84
3.97949617,0.84
3.94088558,0.83
3.94449498,0.84
3.96527033,0.84
3.95754729,0.84
3.95114929,0.84
3.97949617,0.84
3.97942473,0.84
3.93511258,0.83
3.97963583,0.84
3.96856038,0.84
3.84484064,0.81
3.97963583,0.84
3.94473782,0.84
3.96856038,0.84
3.95356452,0.84
3.9684218199999997,0.84
3.97949617,0.84
3.78021258,0.8
3.96527033,0.84
3.9562521200000003,0.84
3.97942473,0.84
3.94088558,0.83
3.95754729,0.84
3.97963583,0.84
3.9684218199999997,0.84
3.83221714,0.81
3.94042388,0.83
3.97942473,0.84
3.97976843,0.84
3.93818483,0.83
3.9684218199999997,0.84
3.97949617,0.84
3.94473782,0.84
3.96856038,0.84
3.76657695,0.8
3.97976843,0.84
3.9669863700000003,0.84
3.93818483,0.83
3.83221714,0.81
3.97963583,0.84
3.97976843,0.84
3.8463189900000003,0.81
3.97963583,0.84
3.9684218199999997,0.84
3.69453926,0.78
3.94042388,0.83
3.98447746,0.84
3.98447746,0.84
3.97976843,0.84
3.9684218199999997,0.84
3.9669863700000003,0.84
3.98447746,0.84
3.8464684300000003,0.81
3.98374596,0.84
3.97963583,0.84
3.97559787,0.84
3.83221714,0.81
3.69714829,0.78
3.8463189900000003,0.81
3.98447746,0.84
3.98447746,0.84
3.98447746,0.84
3.83221714,0.81
3.9669863700000003,0.84
3.81832913,0.81
3.98447746,0.84
3.6896744900000003,0.78
3.97963583,0.84
3.98447746,0.84
3.85832052,0.82
3.8464684300000003,0.81
3.98447746,0.84
3.85832052,0.82
3.98447746,0.84
3.78775359,0.8
3.98447746,0.84
3.98447746,0.84
3.9695534599999998,0.84
3.82465373,0.81
3.98447746,0.84
3.81832913,0.81
3.85691533,0.82
3.98447746,0.84
3.98447746,0.84
3.9695534599999998,0.84
3.98447746,0.84
3.98447746,0.84
3.98447746,0.84
3.98447746,0.84
3.98447746,0.84
3.82465373,0.81
3.75085347,0.79
3.75555934,0.8
3.76073731,0.8
3.76118652,0.8
3.76187254,0.8
3.76598931,0.8
3.7665995800000003,0.8
3.7684757799999997,0.8
3.7771235699999997,0.8
3.7779291,0.8
3.78312714,0.8
3.7844064100000003,0.8
3.78477102,0.8
3.78704223,0.8
3.7928486400000003,0.8
3.79600098,0.8
3.8003946,0.8
3.80300077,0.81
3.8066066800000002,0.81
3.81131729,0.81
3.81904037,0.81
3.8222120499999996,0.81
3.82295375,0.81
3.82387994,0.81
3.82716689,0.81
3.83391354,0.81
3.83766664,0.81
3.83790121,0.81
3.8407484199999997,0.81
3.84323019,0.81
3.84347754,0.81
3.8447988300000002,0.81
3.84604578,0.81
3.84945281,0.82
3.8609679700000004,0.82
3.8629217799999997,0.82
3.8676930499999997,0.82
3.86772991,0.82
3.87115564,0.82
3.87289623,0.82
3.88147731,0.82
3.88154481,0.82
3.88750799,0.82
3.8903739500000003,0.82
3.89100597,0.82
3.89104364,0.82
3.8957279700000003,0.82
3.89603495,0.83
3.89628344,0.83
3.89960479,0.83
3.90129062,0.83
3.9020158599999997,0.83
3.90874442,0.83
3.91131626,0.83
3.91473982,0.83
3.91999879,0.83
3.9235246,0.83
3.9258975400000002,0.83
3.9324521299999997,0.83
3.93556057,0.83
3.9388389700000004,0.83
3.9423651299999998,0.83
3.94342514,0.84
3.9441053399999997,0.84
3.94550862,0.84
3.94627857,0.84
3.95048214,0.84
3.95122298,0.84
3.9524561400000002,0.84
3.95425781,0.84
3.9598427000000003,0.84
3.9680642400000004,0.84
3.9694928700000003,0.84
3.9697154,0.84
3.97034893,0.84
3.97643544,0.84
3.97781033,0.84
3.97927315,0.84
3.98058308,0.84
3.98091243,0.84
3.98376998,0.84
3.98598063,0.84
3.98758042,0.84
3.98893837,0.84
3.99219531,0.85
3.99251357,0.85
3.99321663,0.85
3.99448848,0.85
3.9976712599999997,0.85
4.00144606,0.85
4.00241263,0.85
4.00886298,0.85
4.00941933,0.85
4.01180763,0.85
4.0159863,0.85
4.01659524,0.85
4.0190696400000006,0.85
4.0197815299999995,0.85
4.01998998,0.85
4.0203630200000005,0.85
4.02291308,0.85
4.02473777,0.85
4.02535573,0.85
4.0257229,0.85
4.02843636,0.85
4.02880055,0.85
4.02958295,0.85
4.03078982,0.85
4.03401565,0.85
4.03582747,0.85
4.03626903,0.85
4.03965889,0.86
4.0412921200000005,0.86
4.04211753,0.86
4.04595923,0.86
4.04786283,0.86
4.04809328,0.86
4.04830881,0.86
4.04866434,0.86
4.05330811,0.86
4.05335211,0.86
4.05385521,0.86
4.05527387,0.86
4.05612627,0.86
4.05658702,0.86
4.06083998,0.86
4.0635302,0.86
4.06511132,0.86
4.0656341099999995,0.86
3.68807914,0.78
3.68807914,0.78
3.6882842200000003,0.78
3.6938399100000003,0.78
3.6938399100000003,0.78
3.69399663,0.78
3.69399663,0.78
3.69399663,0.78
3.69755868,0.78
3.69755868,0.78
3.69755868,0.78
3.70181638,0.78
3.70181638,0.78
3.70444212,0.78
3.70444212,0.78
3.72732352,0.79
3.72813252,0.79
3.72813252,0.79
3.72813252,0.79
3.73743903,0.79
3.73743903,0.79
3.73743903,0.79
3.7568579,0.8
3.7579238999999998,0.8
3.7579238999999998,0.8
3.7579238999999998,0.8
3.7643288999999998,0.8
3.7643288999999998,0.8
3.7643288999999998,0.8
3.7643288999999998,0.8
3.76879598,0.8
3.77179342,0.8
3.77179342,0.8
3.77179342,0.8
3.78498158,0.8
3.78498158,0.8
3.7851058799999997,0.8
3.78777112,0.8
3.7905885099999996,0.8
3.7905885099999996,0.8
3.7905885099999996,0.8
3.7905885099999996,0.8
3.80240216,0.81
3.80920844,0.81
3.80920844,0.81
3.80920844,0.81
3.80920844,0.81
3.80920844,0.81
3.80920844,0.81
3.80920844,0.81
3.80920844,0.81
3.82250914,0.81
3.82250914,0.81
3.82250914,0.81
3.82250914,0.81
3.82250914,0.81
3.82250914,0.81
3.82250914,0.81
3.82432002,0.81
3.82730428,0.81
3.8332265800000003,0.81
3.8332265800000003,0.81
3.8332265800000003,0.81
3.83883031,0.81
3.83883031,0.81
3.83968001,0.81
3.83968001,0.81
3.83968001,0.81
3.83977926,0.81
3.83977926,0.81
3.83977926,0.81
3.83977926,0.81
3.84439366,0.81
3.84439366,0.81
3.85080386,0.82
3.85080386,0.82
3.8508462000000003,0.82
3.8508462000000003,0.82
3.8508462000000003,0.82
3.8508462000000003,0.82
3.8508462000000003,0.82
3.8508462000000003,0.82
3.85222895,0.82
3.8589845,0.82
3.8589845,0.82
3.8596724,0.82
3.8596724,0.82
3.8596724,0.82
3.8596724,0.82
3.8596724,0.82
3.86127882,0.82
3.86149895,0.82
3.86149895,0.82
3.86149895,0.82
3.86149895,0.82
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.89701327,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.8971327000000002,0.83
3.9005145800000003,0.83
3.90951038,0.83
3.91352702,0.83
3.91352702,0.83
3.91352702,0.83
3.91352702,0.83
3.91430944,0.83
3.91430944,0.83
3.91430944,0.83
3.91430944,0.83
3.91682427,0.83
3.91682427,0.83
3.91682427,0.83
3.9173457099999998,0.83
3.9173457099999998,0.83
3.9173457099999998,0.83
3.91991861,0.83
3.91991861,0.83
3.91991861,0.83
3.91991861,0.83
3.91991861,0.83
3.9297005,0.83
3.93095581,0.83
3.93095581,0.83
3.93095581,0.83
3.93095581,0.83
3.93095581,0.83
3.93409941,0.83
3.93409941,0.83
3.93409941,0.83
3.93409941,0.83
3.93409941,0.83
3.93409941,0.83
3.93409941,0.83
3.93480331,0.83
3.93480331,0.83
3.93480331,0.83
3.93480331,0.83
3.93480331,0.83
3.93480331,0.83
3.93480331,0.83
3.93480331,0.83
3.93735411,0.83
3.93735411,0.83
3.93735411,0.83
3.93735411,0.83
3.93735411,0.83
3.93735411,0.83
3.94246083,0.83
3.94246083,0.83
3.94246083,0.83
3.94246083,0.83
3.94246083,0.83
3.94246083,0.83
3.94246083,0.83
3.94246083,0.83
3.94246083,0.83
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.95080411,0.84
3.9517704,0.84
3.9517704,0.84
3.95544016,0.84
3.95544016,0.84
3.95544016,0.84
3.95544016,0.84
3.95544016,0.84
3.95544016,0.84
3.9568627999999997,0.84
3.9568627999999997,0.84
3.9568627999999997,0.84
3.9568627999999997,0.84
3.9568627999999997,0.84
3.95889937,0.84
3.95889937,0.84
3.95889937,0.84
3.95889937,0.84
3.95894189,0.84
3.95894189,0.84
3.95894189,0.84
3.95894189,0.84
3.95894189,0.84
3.95981221,0.84
3.95981221,0.84
3.9608853799999997,0.84
3.96289583,0.84
3.96289583,0.84
3.96289583,0.84
3.96289583,0.84
3.96289583,0.84
3.96289583,0.84
3.96289583,0.84
3.96289583,0.84
3.96289583,0.84
3.96289583,0.84
3.96292022,0.84
3.96292022,0.84
3.96292022,0.84
3.96292022,0.84
