sample_id,site_id,Total_Power,qW
106,3,3968939.68,0.77
107,3,4104314.14,0.79
108,3,4025290.13,0.78
109,3,4033782.61,0.78
110,3,4027604.8,0.78
111,3,4039187.39,0.78
112,3,4068768.4,0.78
113,3,3997526.96,0.77
114,3,4068828.82,0.78
115,3,3932394.67,0.76
116,3,3943699.97,0.76
117,3,4021370.1,0.78
118,3,3974622.92,0.77
119,3,4050679.09,0.78
120,3,3997357.5,0.77
121,3,3962147.46,0.76
122,3,4076295.82,0.79
123,3,4087124.41,0.79
124,3,3990290.91,0.77
125,3,3914524.87,0.76
126,3,3894402.22,0.75
127,3,4011453.39,0.77
128,3,4089936.17,0.79
129,3,4101157.46,0.79
130,3,4014639.63,0.77
131,3,4089930.75,0.79
132,3,3983078.62,0.77
133,3,3907225.19,0.75
134,3,3955379.94,0.76
135,3,3973961.42,0.77
136,3,4072588.49,0.79
137,3,4081788.84,0.79
138,3,4054640.53,0.78
139,3,3767086.27,0.73
140,3,4030970.1,0.78
141,3,4001349.82,0.77
142,3,4037994.81,0.78
143,3,3975034.71,0.77
144,3,3917809.91,0.76
145,3,3806508.2,0.73
146,3,4051113.71,0.78
147,3,4024165.08,0.78
148,3,4086881.88,0.79
149,3,3907361.18,0.75
150,3,4126244.08,0.8
151,3,3950412.82,0.76
152,3,4021042.49,0.78
153,3,4078641.17,0.79
154,3,3968184.67,0.77
155,3,4018732.45,0.78
156,3,4073467.0,0.79
157,3,3978904.22,0.77
158,3,3907885.61,0.75
159,3,4008086.42,0.77
160,3,3942312.05,0.76
161,3,4006357.72,0.77
162,3,4078641.17,0.79
163,3,4077376.31,0.79
164,3,4106281.27,0.79
165,3,3953796.09,0.76
166,3,4027604.8,0.78
167,3,3945807.35,0.76
168,3,4068650.09,0.78
169,3,4039187.39,0.78
170,3,4068196.33,0.78
171,3,4009771.69,0.77
172,3,4022980.13,0.78
173,3,4116021.24,0.79
174,3,3895446.17,0.75
175,3,3888936.57,0.75
176,3,4059901.44,0.78
177,3,4039187.39,0.78
178,3,3922097.31,0.76
179,3,4039187.39,0.78
180,3,3936508.71,0.76
181,3,4044775.05,0.78
182,3,3894382.23,0.75
183,3,3942365.25,0.76
184,3,3979963.97,0.77
185,3,4000930.71,0.77
186,3,3913743.71,0.76
187,3,3897978.7,0.75
188,3,3842855.98,0.74
189,3,4000764.67,0.77
190,3,4079797.83,0.79
191,3,4068930.96,0.78
192,3,4109166.16,0.79
193,3,3924606.76,0.76
194,3,4023411.15,0.78
195,3,3985101.54,0.77
196,3,4019957.44,0.78
197,3,4085837.68,0.79
198,3,3953050.48,0.76
199,3,4009771.69,0.77
200,3,3918063.12,0.76
201,3,4011030.04,0.77
202,3,3983774.18,0.77
203,3,4074595.46,0.79
204,3,4031240.61,0.78
205,3,4111870.96,0.79
206,3,3982970.46,0.77
207,3,3968383.5,0.77
208,3,4076744.89,0.79
209,3,4079757.32,0.79
210,3,4054514.28,0.78
211,3,3948966.93,0.76
212,3,4103353.13,0.79
213,3,3840013.63,0.74
214,3,3967413.22,0.77
215,3,4104623.8,0.79
216,3,4118475.12,0.79
217,3,4104202.73,0.79
218,3,4051113.71,0.78
219,3,4090983.81,0.79
220,3,3995526.59,0.77
221,3,4115820.16,0.79
222,3,4081788.84,0.79
223,3,3960692.71,0.76
224,3,4093945.06,0.79
225,3,4039187.39,0.78
226,3,4062068.63,0.78
227,3,4111870.96,0.79
228,3,4068930.96,0.78
229,3,4025290.13,0.78
230,3,3900732.14,0.75
231,3,3890535.67,0.75
232,3,3929450.41,0.76
233,3,3897205.78,0.75
234,3,4063485.45,0.78
235,3,4061239.15,0.78
236,3,3860430.46,0.74
237,3,3994035.32,0.77
238,3,4036680.54,0.78
239,3,4040289.13,0.78
240,3,4001275.67,0.77
241,3,4127609.92,0.8
242,3,4107614.51,0.79
243,3,4031240.61,0.78
244,3,3891601.44,0.75
245,3,4087124.41,0.79
246,3,4051662.73,0.78
247,3,4076232.81,0.79
248,3,3870550.72,0.75
249,3,4022547.86,0.78
250,3,4031709.73,0.78
251,3,3970195.94,0.77
252,3,3918353.42,0.76
253,3,3826775.67,0.74
254,3,4004960.02,0.77
255,3,4066244.25,0.78
256,3,3970819.67,0.77
257,3,4093890.81,0.79
258,3,3973127.83,0.77
259,3,4022980.13,0.78
260,3,4123428.87,0.8
261,3,3859188.1,0.74
262,3,3931676.38,0.76
263,3,4022753.29,0.78
264,3,4002986.33,0.77
265,3,3992957.94,0.77
266,3,4081576.24,0.79
267,3,4074777.37,0.79
268,3,4029974.71,0.78
269,3,3924864.89,0.76
270,3,4076744.89,0.79
271,3,4083315.66,0.79
272,3,4044431.17,0.78
273,3,4082003.78,0.79
274,3,4119413.97,0.79
275,3,4076757.58,0.79
276,3,4011030.04,0.77
277,3,4068811.11,0.78
278,3,4078802.02,0.79
279,3,4033708.56,0.78
280,3,4050910.36,0.78
281,3,4077667.56,0.79
282,3,3971177.21,0.77
283,3,3974691.24,0.77
284,3,4071074.83,0.79
285,3,3907154.7,0.75
286,3,3846862.03,0.74
287,3,4111105.05,0.79
288,3,4096586.29,0.79
289,3,4008677.7,0.77
290,3,4081985.85,0.79
291,3,4115748.69,0.79
292,3,4022547.86,0.78
293,3,4085424.39,0.79
294,3,4002736.09,0.77
295,3,4022547.86,0.78
296,3,4069195.99,0.79
297,3,3985519.3,0.77
298,3,3930527.22,0.76
299,3,4068030.73,0.78
300,3,3938772.66,0.76
301,3,3977481.08,0.77
302,3,4068560.37,0.78
303,3,3956471.58,0.76
304,3,4016511.41,0.77
305,3,3927710.99,0.76
306,3,4018202.98,0.78
307,3,4084567.96,0.79
308,3,4076737.31,0.79
309,3,4067365.24,0.78
310,3,4039187.39,0.78
311,3,3974691.24,0.77
312,3,3997347.61,0.77
313,3,4066244.25,0.78
314,3,3918158.88,0.76
315,3,4007890.93,0.77
316,3,4008737.36,0.77
317,3,4053786.41,0.78
318,3,3957105.49,0.76
319,3,4084595.34,0.79
320,3,3946930.95,0.76
321,3,4091158.0,0.79
322,3,4084228.35,0.79
323,3,3961006.9,0.76
324,3,3933525.11,0.76
325,3,4124984.83,0.8
326,3,4005448.01,0.77
327,3,4088748.99,0.79
328,3,3946994.22,0.76
329,3,3954045.42,0.76
330,3,4097740.84,0.79
331,3,3891279.3,0.75
332,3,3949788.21,0.76
333,3,4092873.11,0.79
334,3,4002986.33,0.77
335,3,3925800.32,0.76
336,3,4081147.09,0.79
337,3,4007192.47,0.77
338,3,4015760.89,0.77
339,3,3974066.65,0.77
340,3,4022375.28,0.78
341,3,3788247.13,0.73
342,3,3981662.11,0.77
343,3,4007120.28,0.77
344,3,4090234.73,0.79
345,3,3977416.1,0.77
346,3,4056481.59,0.78
347,3,4015760.89,0.77
348,3,4022291.1,0.78
349,3,3883724.6,0.75
350,3,3965703.45,0.77
351,3,3952683.03,0.76
352,3,3968956.42,0.77
353,3,3945015.05,0.76
354,3,4115820.16,0.79
355,3,4002736.09,0.77
356,3,4045059.71,0.78
357,3,4033782.61,0.78
358,3,4112198.24,0.79
359,3,3905429.28,0.75
360,3,4111756.29,0.79
361,3,4008157.06,0.77
362,3,3905944.88,0.75
363,3,3860233.23,0.74
364,3,4074397.36,0.79
365,3,3971257.93,0.77
366,3,4024026.2,0.78
367,3,4007816.5,0.77
368,3,4092118.16,0.79
369,3,4066003.89,0.78
370,3,4115820.16,0.79
371,3,4072247.26,0.79
372,3,3963341.25,0.76
373,3,4083436.52,0.79
374,3,4002750.27,0.77
375,3,4002736.09,0.77
376,3,3952335.0,0.76
377,3,4059901.44,0.78
378,3,3881575.83,0.75
379,3,4005469.62,0.77
380,3,4062582.06,0.78
381,3,3852352.39,0.74
382,3,4040351.07,0.78
383,3,4045901.89,0.78
384,3,4105593.45,0.79
385,3,3997357.5,0.77
386,3,4089936.17,0.79
387,3,3843421.97,0.74
388,3,4041464.42,0.78
389,3,3967978.71,0.77
390,3,4082385.13,0.79
391,3,3900186.29,0.75
392,3,4018575.01,0.78
393,3,3882212.43,0.75
394,3,4072588.49,0.79
395,3,4090772.2,0.79
396,3,4058215.5,0.78
397,3,3889151.25,0.75
398,3,4063485.45,0.78
399,3,4110070.26,0.79
400,3,4053949.01,0.78
401,3,4113083.79,0.79
402,3,4053752.02,0.78
403,3,3908256.45,0.75
404,3,4113083.79,0.79
405,3,4011030.04,0.77
406,3,4011030.04,0.77
407,3,4021042.49,0.78
408,3,3920865.97,0.76
409,3,4005681.96,0.77
410,3,4096328.64,0.79
411,3,3945015.05,0.76
412,3,3970982.87,0.77
413,3,4059901.44,0.78
414,3,3987645.23,0.77
415,3,3980095.65,0.77
416,3,4092932.57,0.79
417,3,4050910.36,0.78
418,3,4100128.68,0.79
419,3,4031240.61,0.78
420,3,4069868.46,0.79
421,3,3979624.7,0.77
422,3,3899593.12,0.75
423,3,4087933.88,0.79
424,3,4021042.49,0.78
425,3,4084551.87,0.79
426,3,3948359.18,0.76
427,3,4032189.75,0.78
428,3,4110764.37,0.79
429,3,4085226.51,0.79
430,3,3970413.52,0.77
431,3,4018202.98,0.78
432,3,4029974.71,0.78
433,3,3900161.83,0.75
434,3,4068196.33,0.78
435,3,3959012.77,0.76
436,3,4059901.44,0.78
437,3,4076232.81,0.79
438,3,3954747.33,0.76
439,3,4037994.81,0.78
440,3,4136565.27,0.8
441,3,4130619.24,0.8
442,3,3987188.97,0.77
443,3,3999111.44,0.77
444,3,4074397.36,0.79
445,3,4009345.18,0.77
446,3,4018202.98,0.78
447,3,4084802.35,0.79
448,3,4090831.22,0.79
449,3,3972628.88,0.77
450,3,4054640.53,0.78
451,3,4068094.89,0.78
452,3,4089783.94,0.79
453,3,3926658.53,0.76
454,3,4039899.79,0.78
455,3,4081765.8,0.79
456,3,4089153.82,0.79
457,3,4087505.4,0.79
458,3,3965956.24,0.77
459,3,4068828.82,0.78
460,3,3958612.31,0.76
461,3,4000936.04,0.77
462,3,4011030.04,0.77
463,3,4006187.87,0.77
464,3,4028614.36,0.78
465,3,4082003.78,0.79
466,3,3948221.05,0.76
467,3,3905581.5,0.75
468,3,4103692.2,0.79
469,3,3851152.83,0.74
470,3,4085412.92,0.79
471,3,4129214.42,0.8
472,3,4058021.43,0.78
473,3,3977679.29,0.77
474,3,4086881.88,0.79
475,3,3988996.45,0.77
476,3,4049618.53,0.78
477,3,4073896.34,0.79
478,3,3958418.59,0.76
479,3,4033782.61,0.78
480,3,3997357.5,0.77
481,3,4033406.97,0.78
482,3,3986778.78,0.77
483,3,4002625.34,0.77
484,3,4107820.32,0.79
485,3,3900330.89,0.75
486,3,4074305.66,0.79
487,3,4104314.14,0.79
488,3,3976677.96,0.77
489,3,3883302.13,0.75
490,3,3956952.82,0.76
491,3,4013822.12,0.77
492,3,4096104.57,0.79
493,3,3879640.53,0.75
494,3,4081147.09,0.79
495,3,4040787.14,0.78
496,3,4128041.17,0.8
497,3,3996877.24,0.77
498,3,4119413.97,0.79
499,3,3845150.46,0.74
500,3,3969300.8,0.77
501,3,4011983.63,0.77
502,3,4092078.47,0.79
503,3,3954432.48,0.76
504,3,4127609.92,0.8
505,3,4071149.91,0.79
506,3,3977056.07,0.77
507,3,3995841.55,0.77
508,3,4106191.52,0.79
509,3,4059710.18,0.78
510,3,3979988.53,0.77
511,3,4079797.83,0.79
512,3,4083342.33,0.79
513,3,4068279.35,0.78
514,3,4077244.76,0.79
515,3,4114117.01,0.79
516,3,4074690.48,0.79
517,3,3916916.07,0.76
518,3,4045059.71,0.78
519,3,4068811.11,0.78
520,3,3918353.42,0.76
521,3,4039187.39,0.78
522,3,3904010.42,0.75
523,3,4019957.44,0.78
524,3,4088582.42,0.79
525,3,3881795.52,0.75
526,3,4102035.65,0.79
527,3,3913396.32,0.75
528,3,3982970.46,0.77
529,3,4089945.95,0.79
530,3,4099168.36,0.79
531,3,4102367.72,0.79
532,3,3999512.69,0.77
533,3,4095430.54,0.79
534,3,4021042.49,0.78
535,3,4078972.49,0.79
536,3,3928089.53,0.76
537,3,4110222.27,0.79
538,3,3973438.83,0.77
539,3,3970982.87,0.77
540,3,4104862.36,0.79
541,3,4068828.82,0.78
542,3,4114117.01,0.79
543,3,3927512.74,0.76
544,3,3947875.0,0.76
545,3,4007526.48,0.77
546,3,4008086.42,0.77
547,3,3872839.95,0.75
548,3,4000637.23,0.77
549,3,3977475.26,0.77
550,3,3900690.96,0.75
551,3,3949265.04,0.76
552,3,4012942.77,0.77
553,3,3932387.55,0.76
554,3,4017562.91,0.78
555,3,3889536.95,0.75
556,3,4081059.36,0.79
557,3,4082853.11,0.79
558,3,4050354.81,0.78
559,3,3943262.18,0.76
560,3,4084567.96,0.79
561,3,3942531.83,0.76
562,3,4102490.46,0.79
563,3,4074397.36,0.79
564,3,4022732.59,0.78
565,3,3954188.0,0.76
566,3,3876417.61,0.75
567,3,3984169.29,0.77
568,3,4127609.92,0.8
569,3,4002986.33,0.77
570,3,4037994.81,0.78
571,3,4064979.33,0.78
572,3,4090252.73,0.79
573,3,4095634.76,0.79
574,3,3929167.3,0.76
575,3,3966386.95,0.77
576,3,4016028.8,0.77
577,3,4024224.54,0.78
578,3,3967786.37,0.77
579,3,4047418.45,0.78
580,3,4011030.04,0.77
581,3,4021155.92,0.78
582,3,3995436.61,0.77
583,3,3979322.77,0.77
584,3,4079794.23,0.79
585,3,3905603.78,0.75
586,3,3995526.59,0.77
587,3,4031240.61,0.78
588,3,3904039.21,0.75
589,3,4105637.34,0.79
590,3,4109738.47,0.79
591,3,3981198.33,0.77
592,3,3912746.33,0.75
593,3,4021042.49,0.78
594,3,3972423.87,0.77
595,3,3952683.03,0.76
596,3,3977279.9,0.77
597,3,3999748.94,0.77
598,3,4103796.22,0.79
599,3,4092112.9,0.79
600,3,4097590.04,0.79
601,3,3985286.07,0.77
602,3,4045901.89,0.78
603,3,4011983.63,0.77
604,3,4095634.76,0.79
605,3,4083315.66,0.79
606,3,4066785.48,0.78
607,3,3884947.37,0.75
608,3,4078972.49,0.79
609,3,4081152.29,0.79
610,3,3995526.59,0.77
611,3,4108327.32,0.79
612,3,4069831.82,0.79
613,3,4074397.36,0.79
614,3,4094284.96,0.79
615,3,3984859.53,0.77
616,3,4031240.61,0.78
617,3,3997357.5,0.77
618,3,4054640.53,0.78
619,3,3892237.91,0.75
620,3,4085552.21,0.79
621,3,4085790.45,0.79
622,3,4116554.55,0.79
623,3,4031240.61,0.78
624,3,3924132.88,0.76
625,3,3802081.77,0.73
626,3,4019957.44,0.78
627,3,3998136.56,0.77
628,3,3745184.74,0.72
629,3,4081841.93,0.79
630,3,4053949.01,0.78
631,3,4097590.04,0.79
632,3,4107434.7,0.79
633,3,3908967.79,0.75
634,3,3920321.72,0.76
635,3,4106025.75,0.79
636,3,4002986.33,0.77
637,3,4094064.4,0.79
638,3,3998884.75,0.77
639,3,4056610.42,0.78
640,3,3835932.08,0.74
641,3,4076299.12,0.79
642,3,4072946.14,0.79
643,3,3997844.95,0.77
644,3,4011030.04,0.77
645,3,3946996.65,0.76
646,3,3994566.29,0.77
647,3,4117491.2,0.79
648,3,4002736.09,0.77
649,3,4003737.83,0.77
650,3,4068811.11,0.78
651,3,4022547.86,0.78
652,3,3928188.9,0.76
653,3,4054296.96,0.78
654,3,3932993.77,0.76
655,3,4092266.21,0.79
656,3,4091293.76,0.79
657,3,4028918.96,0.78
658,3,4095738.9,0.79
659,3,4058815.67,0.78
660,3,4083404.35,0.79
661,3,4052357.96,0.78
662,3,4086338.37,0.79
663,3,4089945.95,0.79
664,3,4127609.92,0.8
665,3,4081765.8,0.79
666,3,4092932.57,0.79
667,3,4075794.63,0.79
668,3,3997326.54,0.77
669,3,4068930.96,0.78
670,3,4008086.42,0.77
671,3,4079774.6,0.79
672,3,3863227.88,0.75
673,3,4000618.29,0.77
674,3,3905259.93,0.75
675,3,4054278.82,0.78
676,3,3789793.02,0.73
677,3,4107963.69,0.79
678,3,3897069.61,0.75
679,3,4010679.7,0.77
680,3,3967275.07,0.77
681,3,4133021.13,0.8
682,3,4082016.33,0.79
683,3,3979297.97,0.77
684,3,4068896.68,0.78
685,3,3809563.57,0.73
686,3,3974447.58,0.77
687,3,4008474.62,0.77
688,3,3995526.59,0.77
689,3,4031240.61,0.78
690,3,4081739.61,0.79
691,3,4011030.04,0.77
692,3,4076744.89,0.79
693,3,4032091.12,0.78
694,3,4022846.79,0.78
695,3,4003421.19,0.77
696,3,3935947.2,0.76
697,3,4123208.29,0.8
698,3,4018202.98,0.78
699,3,4016119.59,0.77
700,3,4033708.56,0.78
701,3,4042678.96,0.78
702,3,4051113.71,0.78
703,3,4109705.8,0.79
704,3,4079774.6,0.79
705,3,4079445.47,0.79
706,3,4044775.05,0.78
707,3,4036378.2,0.78
708,3,4095624.59,0.79
709,3,4068650.09,0.78
710,3,4045059.71,0.78
711,3,4064457.79,0.78
712,3,3888781.02,0.75
713,3,3943262.18,0.76
714,3,4025290.13,0.78
715,3,4019957.44,0.78
716,3,4111870.96,0.79
717,3,3985313.79,0.77
718,3,4076299.12,0.79
719,3,4082634.28,0.79
720,3,4090650.12,0.79
721,3,3939789.92,0.76
722,3,4116859.46,0.79
723,3,4044775.05,0.78
724,3,4007120.28,0.77
725,3,4085978.13,0.79
726,3,4083315.66,0.79
727,3,4087481.49,0.79
728,3,4064979.33,0.78
729,3,4031051.68,0.78
730,3,4019957.44,0.78
731,3,3959937.14,0.76
732,3,4145252.22,0.8
733,3,4085552.21,0.79
734,3,4054296.96,0.78
735,3,4080291.84,0.79
736,3,4106105.97,0.79
737,3,4023720.83,0.78
738,3,4111105.05,0.79
739,3,4093890.81,0.79
740,3,3929187.68,0.76
741,3,3943815.67,0.76
742,3,3856365.65,0.74
743,3,4090772.2,0.79
744,3,4019957.44,0.78
745,3,4068828.82,0.78
746,3,3816050.99,0.74
747,3,4129214.42,0.8
748,3,4110985.1,0.79
749,3,4085753.02,0.79
750,3,4062520.29,0.78
751,3,4081147.09,0.79
752,3,4115641.83,0.79
753,3,4021640.52,0.78
754,3,4064395.45,0.78
755,3,4076295.82,0.79
756,3,3983357.45,0.77
757,3,4020426.25,0.78
758,3,4038774.65,0.78
759,3,4089376.72,0.79
760,3,4119413.97,0.79
761,3,4089588.19,0.79
762,3,3998110.77,0.77
763,3,4110436.99,0.79
764,3,4069868.46,0.79
765,3,4031240.61,0.78
766,3,3947957.64,0.76
767,3,4084567.96,0.79
768,3,3764096.61,0.73
769,3,4061708.48,0.78
770,3,4094050.65,0.79
771,3,4106191.52,0.79
772,3,3995526.59,0.77
773,3,4083056.81,0.79
774,3,4107434.7,0.79
775,3,4085753.02,0.79
776,3,3942338.09,0.76
777,3,4042720.68,0.78
778,3,3956988.91,0.76
779,3,3927971.32,0.76
780,3,4107963.69,0.79
781,3,4095863.12,0.79
782,3,4072588.49,0.79
783,3,4099218.06,0.79
784,3,4077331.69,0.79
785,3,4136565.27,0.8
786,3,4058215.5,0.78
787,3,3972894.21,0.77
788,3,3880477.83,0.75
789,3,4096857.37,0.79
790,3,4087160.8,0.79
791,3,4124147.38,0.8
792,3,4081147.09,0.79
793,3,4075930.73,0.79
794,3,4083498.7,0.79
795,3,3997357.5,0.77
796,3,3931866.41,0.76
797,3,4023909.33,0.78
798,3,3991567.08,0.77
799,3,4066785.48,0.78
800,3,4036680.54,0.78
801,3,4055452.12,0.78
802,3,4045901.89,0.78
803,3,3992499.32,0.77
804,3,4112006.76,0.79
805,3,4045059.71,0.78
806,3,4116749.56,0.79
807,3,4132500.37,0.8
808,3,3967316.83,0.77
809,3,4067055.63,0.78
810,3,4072254.01,0.79
811,3,4028614.36,0.78
812,3,3997779.09,0.77
813,3,4049106.1,0.78
814,3,4117491.2,0.79
815,3,4039187.39,0.78
816,3,4034284.37,0.78
817,3,4021646.03,0.78
818,3,4053695.63,0.78
819,3,4068828.82,0.78
820,3,4076618.57,0.79
821,3,3897978.7,0.75
822,3,4086489.36,0.79
823,3,4059234.28,0.78
824,3,3843421.97,0.74
825,3,4127609.92,0.8
826,3,3879232.92,0.75
827,3,3933018.62,0.76
828,3,4081765.8,0.79
829,3,3972358.09,0.77
830,3,4027604.8,0.78
831,3,3978148.34,0.77
832,3,3929210.66,0.76
833,3,3954840.0,0.76
834,3,4063600.28,0.78
835,3,4010088.1,0.77
836,3,3917067.38,0.76
837,3,3880914.31,0.75
838,3,4105904.68,0.79
839,3,3964844.93,0.76
840,3,4078972.49,0.79
841,3,4101233.2,0.79
842,3,3955927.97,0.76
843,3,3964210.26,0.76
844,3,4059901.44,0.78
845,3,4090878.92,0.79
846,3,3982821.39,0.77
847,3,3866980.02,0.75
848,3,4123028.99,0.8
849,3,3922057.44,0.76
850,3,4107391.93,0.79
851,3,4076299.12,0.79
852,3,3949622.14,0.76
853,3,4111870.96,0.79
854,3,4027604.8,0.78
855,3,3992362.77,0.77
856,3,4011030.04,0.77
857,3,3990290.91,0.77
858,3,4040590.06,0.78
859,3,4008086.42,0.77
860,3,4028910.65,0.78
861,3,4068279.35,0.78
862,3,3933842.68,0.76
863,3,4031240.61,0.78
864,3,4002750.27,0.77
865,3,4145252.22,0.8
866,3,4125665.39,0.8
867,3,4089945.95,0.79
868,3,3989010.37,0.77
869,3,4057582.44,0.78
870,3,3984890.9,0.77
871,3,4116199.04,0.79
872,3,4065179.68,0.78
873,3,3993373.15,0.77
874,3,4033708.56,0.78
875,3,4076757.58,0.79
876,3,4089153.82,0.79
877,3,3987840.93,0.77
878,3,4126244.08,0.8
879,3,4076299.12,0.79
880,3,4085226.51,0.79
881,3,4066718.09,0.78
882,3,4081147.09,0.79
883,3,4009771.69,0.77
884,3,4008359.53,0.77
885,3,4049106.1,0.78
886,3,3876417.61,0.75
887,3,4081904.41,0.79
888,3,4092394.58,0.79
889,3,4077415.84,0.79
890,3,4032172.02,0.78
891,3,4040590.06,0.78
892,3,3914766.57,0.76
893,3,4127609.92,0.8
894,3,4063679.05,0.78
895,3,3891601.44,0.75
896,3,4111870.96,0.79
897,3,4001349.82,0.77
898,3,3903790.95,0.75
899,3,4074617.03,0.79
900,3,4105593.45,0.79
901,3,4015540.9,0.77
902,3,4074305.66,0.79
903,3,4127609.92,0.8
904,3,3949787.24,0.76
905,3,4002138.67,0.77
906,3,3948939.54,0.76
907,3,4005297.35,0.77
908,3,3970413.52,0.77
909,3,4094127.14,0.79
910,3,3931359.53,0.76
911,3,4076299.12,0.79
912,3,3903728.52,0.75
913,3,3980890.44,0.77
914,3,4076299.12,0.79
915,3,4095361.64,0.79
916,3,3974622.92,0.77
917,3,3891219.15,0.75
918,3,3958957.3,0.76
919,3,4021155.92,0.78
920,3,4066925.93,0.78
921,3,4079259.95,0.79
922,3,4039187.39,0.78
923,3,4022594.49,0.78
924,3,3905429.28,0.75
925,3,3971063.64,0.77
926,3,4092266.21,0.79
927,3,4061239.15,0.78
928,3,4083342.33,0.79
929,3,4100058.36,0.79
930,3,3969801.53,0.77
931,3,4066785.48,0.78
932,3,4017562.91,0.78
933,3,4097086.71,0.79
934,3,3979624.7,0.77
935,3,4008252.82,0.77
936,3,4071615.04,0.79
937,3,4090591.26,0.79
938,3,4075905.14,0.79
939,3,4051113.71,0.78
940,3,4072254.01,0.79
941,3,4079797.83,0.79
942,3,4127609.92,0.8
943,3,3955926.28,0.76
944,3,3843421.97,0.74
945,3,4055617.23,0.78
946,3,4013360.64,0.77
947,3,4008086.42,0.77
948,3,3980634.01,0.77
949,3,4085650.45,0.79
950,3,4079797.83,0.79
951,3,4118475.47,0.79
952,3,3988337.89,0.77
953,3,4087873.28,0.79
954,3,3955513.86,0.76
955,3,4036680.54,0.78
956,3,4051113.71,0.78
957,3,4101757.52,0.79
958,3,3961088.15,0.76
959,3,3976867.84,0.77
960,3,4097590.04,0.79
961,3,4071149.91,0.79
962,3,4019957.44,0.78
963,3,4003263.51,0.77
964,3,4095430.54,0.79
965,3,3965184.39,0.76
966,3,4086509.1,0.79
967,3,4003352.03,0.77
968,3,3977577.28,0.77
969,3,4093890.81,0.79
970,3,4074265.12,0.79
971,3,4079834.54,0.79
972,3,4120351.98,0.79
973,3,4013962.04,0.77
974,3,4008086.42,0.77
975,3,4096208.39,0.79
976,3,3997357.5,0.77
977,3,3883456.9,0.75
978,3,4091104.4,0.79
979,3,3947402.29,0.76
980,3,4096499.85,0.79
981,3,4002986.33,0.77
982,3,4081147.09,0.79
983,3,4102932.26,0.79
984,3,4013822.12,0.77
985,3,4102592.29,0.79
986,3,4011030.04,0.77
987,3,3900732.14,0.75
988,3,4129214.42,0.8
989,3,4082074.11,0.79
990,3,4082404.14,0.79
991,3,3721046.65,0.72
992,3,3895338.91,0.75
993,3,4087505.4,0.79
994,3,3952568.49,0.76
995,3,4000936.04,0.77
996,3,3935407.03,0.76
997,3,4086881.88,0.79
