sample_id,site_id,Total_Power,qW
316,2,6714932.24,0.7
317,2,6600620.51,0.68
318,2,7161169.04,0.74
319,2,6803242.62,0.71
320,2,6810760.61,0.71
321,2,7263509.2,0.75
322,2,6885293.16,0.71
323,2,7233495.59,0.75
324,2,7283707.35,0.76
325,2,6838610.2,0.71
326,2,7243588.04,0.75
327,2,7152343.77,0.74
328,2,6929084.6,0.72
329,2,7153695.79,0.74
330,2,7149004.13,0.74
331,2,7218404.53,0.75
332,2,7078591.61,0.73
333,2,7170866.71,0.74
334,2,7220959.56,0.75
335,2,7100445.7,0.74
336,2,6802203.16,0.71
337,2,6835272.88,0.71
338,2,7255888.89,0.75
339,2,6800886.75,0.71
340,2,6825702.35,0.71
341,2,7091071.59,0.74
342,2,7190394.49,0.75
343,2,6856775.9,0.71
344,2,7067432.77,0.73
345,2,7039424.46,0.73
346,2,6889536.98,0.71
347,2,7276124.16,0.75
348,2,7163115.67,0.74
349,2,7178203.88,0.74
350,2,6806074.12,0.71
351,2,6831100.08,0.71
352,2,6880435.41,0.71
353,2,7290597.33,0.76
354,2,7084003.2,0.74
355,2,7323918.51,0.76
356,2,7191259.93,0.75
357,2,7276124.16,0.75
358,2,7276124.16,0.75
359,2,6978948.48,0.72
360,2,7247687.63,0.75
361,2,7059346.61,0.73
362,2,7335380.64,0.76
363,2,6877262.3,0.71
364,2,7286340.52,0.76
365,2,7085330.82,0.74
366,2,7152343.77,0.74
367,2,7191011.49,0.75
368,2,7276124.16,0.75
369,2,7170866.71,0.74
370,2,6813232.17,0.71
371,2,7111385.6,0.74
372,2,6941321.12,0.72
373,2,7271889.52,0.75
374,2,7190820.84,0.75
375,2,7307054.68,0.76
376,2,6963850.26,0.72
377,2,7280530.57,0.76
378,2,6997141.36,0.73
379,2,7155745.64,0.74
380,2,6894121.08,0.72
381,2,7323918.51,0.76
382,2,7342100.35,0.76
383,2,7307054.68,0.76
384,2,7159914.04,0.74
385,2,7261961.52,0.75
386,2,7302740.43,0.76
387,2,7152343.77,0.74
388,2,7156322.71,0.74
389,2,7290842.72,0.76
390,2,7179153.23,0.74
391,2,7196674.16,0.75
392,2,7185982.13,0.75
393,2,7012833.76,0.73
394,2,6997122.45,0.73
395,2,7312486.52,0.76
396,2,7190394.49,0.75
397,2,7289770.88,0.76
398,2,7018094.94,0.73
399,2,7165980.39,0.74
400,2,7087437.93,0.74
401,2,7312486.52,0.76
402,2,6908867.41,0.72
403,2,7301280.44,0.76
404,2,7241082.35,0.75
405,2,7123228.39,0.74
406,2,6772715.62,0.7
407,2,7242009.83,0.75
408,2,6704361.29,0.7
409,2,7170866.71,0.74
410,2,7273962.72,0.75
411,2,6911567.95,0.72
412,2,7211691.7,0.75
413,2,7201382.69,0.75
414,2,7282163.6,0.76
415,2,7290842.72,0.76
416,2,6788776.7,0.7
417,2,7327279.37,0.76
418,2,6679900.19,0.69
419,2,7229712.18,0.75
420,2,7190394.49,0.75
421,2,7301235.03,0.76
422,2,7181088.77,0.75
423,2,6892094.61,0.72
424,2,7196674.16,0.75
425,2,7240538.71,0.75
426,2,6801831.17,0.71
427,2,6800701.13,0.71
428,2,6936419.03,0.72
429,2,7182501.25,0.75
430,2,7276234.11,0.75
431,2,7130434.77,0.74
432,2,7028982.72,0.73
433,2,7311861.68,0.76
434,2,6964801.96,0.72
435,2,6671368.46,0.69
436,2,6966235.75,0.72
437,2,6823916.05,0.71
438,2,6895057.78,0.72
439,2,6784519.08,0.7
440,2,7263509.2,0.75
441,2,7273962.72,0.75
442,2,7255888.89,0.75
443,2,7163115.67,0.74
444,2,7276124.16,0.75
445,2,7323918.51,0.76
446,2,7243588.04,0.75
447,2,7311861.68,0.76
448,2,7168479.86,0.74
449,2,7242009.83,0.75
450,2,7149004.13,0.74
451,2,6912019.89,0.72
452,2,6834552.92,0.71
453,2,7244011.01,0.75
454,2,6947332.73,0.72
455,2,7149004.13,0.74
456,2,7263509.2,0.75
457,2,6776862.33,0.7
458,2,7327279.37,0.76
459,2,6754471.15,0.7
460,2,7256851.21,0.75
461,2,7317282.47,0.76
462,2,6767663.35,0.7
463,2,7232288.38,0.75
464,2,6840358.97,0.71
465,2,7253471.07,0.75
466,2,7000842.59,0.73
467,2,7130434.77,0.74
468,2,6742539.52,0.7
469,2,7240577.77,0.75
470,2,7087437.93,0.74
471,2,6785124.45,0.7
472,2,7190394.49,0.75
473,2,7221333.4,0.75
474,2,6756771.75,0.7
475,2,7250962.19,0.75
476,2,7298868.51,0.76
477,2,7317282.47,0.76
478,2,7257985.04,0.75
479,2,7152343.77,0.74
480,2,7190863.99,0.75
481,2,7242907.94,0.75
482,2,7136196.99,0.74
483,2,7043112.72,0.73
484,2,7258031.57,0.75
485,2,7238880.49,0.75
486,2,7159446.96,0.74
487,2,7015290.33,0.73
488,2,6866279.18,0.71
489,2,7250324.97,0.75
490,2,6822334.78,0.71
491,2,6813941.73,0.71
492,2,7307006.96,0.76
493,2,7253506.53,0.75
494,2,7272394.3,0.75
495,2,6961123.59,0.72
496,2,7177569.52,0.74
497,2,7179943.49,0.75
498,2,6894121.08,0.72
499,2,6907350.8,0.72
500,2,7282413.61,0.76
501,2,7029038.26,0.73
502,2,6841531.71,0.71
503,2,7045136.67,0.73
504,2,6920949.97,0.72
505,2,7275471.97,0.75
506,2,7152463.1,0.74
507,2,7176052.26,0.74
508,2,7169249.62,0.74
509,2,7033175.12,0.73
510,2,7204527.28,0.75
511,2,6547709.08,0.68
512,2,7282163.6,0.76
513,2,7093706.56,0.74
514,2,7038941.0,0.73
515,2,7190820.84,0.75
516,2,7241334.28,0.75
517,2,7233495.59,0.75
518,2,6833192.82,0.71
519,2,7210336.54,0.75
520,2,6899999.5,0.72
521,2,7219470.51,0.75
522,2,7179153.23,0.74
523,2,7098139.92,0.74
524,2,7043112.72,0.73
525,2,7255888.89,0.75
526,2,6782596.37,0.7
527,2,7248294.19,0.75
528,2,6744170.79,0.7
529,2,7149004.13,0.74
530,2,7243026.31,0.75
531,2,7179943.49,0.75
532,2,7233495.59,0.75
533,2,7275471.97,0.75
534,2,6954880.07,0.72
535,2,7321841.59,0.76
536,2,6787692.09,0.7
537,2,7049898.25,0.73
538,2,6968538.93,0.72
539,2,6702552.56,0.7
540,2,6593573.54,0.68
541,2,6870376.97,0.71
542,2,7174748.31,0.74
543,2,7163115.67,0.74
544,2,7283113.68,0.76
545,2,7238675.57,0.75
546,2,6897821.21,0.72
547,2,6767248.76,0.7
548,2,7009400.9,0.73
549,2,7174392.32,0.74
550,2,7149004.13,0.74
551,2,7111005.24,0.74
552,2,6941248.78,0.72
553,2,6872850.7,0.71
554,2,7314305.66,0.76
555,2,7323918.51,0.76
556,2,7207816.08,0.75
557,2,7267190.93,0.75
558,2,7295076.22,0.76
559,2,7152343.77,0.74
560,2,7221611.63,0.75
561,2,6901399.65,0.72
562,2,7004833.52,0.73
563,2,7177739.01,0.74
564,2,7204527.28,0.75
565,2,7043915.15,0.73
566,2,7298868.51,0.76
567,2,7177569.52,0.74
568,2,7157475.56,0.74
569,2,6810783.8,0.71
570,2,7298868.51,0.76
571,2,7258031.57,0.75
572,2,6840489.29,0.71
573,2,7152463.1,0.74
574,2,7074649.77,0.73
575,2,7277303.85,0.76
576,2,7152343.77,0.74
577,2,7233624.26,0.75
578,2,7248903.34,0.75
579,2,6811757.59,0.71
580,2,7213073.36,0.75
581,2,7276644.09,0.76
582,2,7177569.52,0.74
583,2,6678386.27,0.69
584,2,7092302.86,0.74
585,2,7238675.57,0.75
586,2,6869891.88,0.71
587,2,6887432.98,0.71
588,2,7082615.0,0.73
589,2,7190394.49,0.75
590,2,6944766.04,0.72
591,2,6820835.97,0.71
592,2,7283089.73,0.76
593,2,7218040.4,0.75
594,2,7149004.13,0.74
595,2,7101618.27,0.74
596,2,7113960.52,0.74
597,2,7163115.67,0.74
598,2,7110633.54,0.74
599,2,7238597.14,0.75
600,2,7259405.15,0.75
601,2,7287179.91,0.76
602,2,7177569.52,0.74
603,2,7273962.72,0.75
604,2,6840038.45,0.71
605,2,6805351.75,0.71
606,2,7192923.97,0.75
607,2,7236666.48,0.75
608,2,6928111.05,0.72
609,2,7191259.93,0.75
610,2,6908899.19,0.72
611,2,6783702.44,0.7
612,2,7196674.16,0.75
613,2,7163115.67,0.74
614,2,7100445.7,0.74
615,2,7244253.7,0.75
616,2,6861144.96,0.71
617,2,7321841.59,0.76
618,2,6856749.68,0.71
619,2,6799727.7,0.71
620,2,7210632.8,0.75
621,2,7102807.95,0.74
622,2,7187191.76,0.75
623,2,7253471.07,0.75
624,2,7253506.53,0.75
625,2,7265982.01,0.75
626,2,7190394.49,0.75
627,2,7257985.04,0.75
628,2,6793758.35,0.7
629,2,7149004.13,0.74
630,2,6961786.49,0.72
631,2,6791428.24,0.7
632,2,7114622.83,0.74
633,2,7313868.7,0.76
634,2,7257985.04,0.75
635,2,6960762.41,0.72
636,2,7169249.62,0.74
637,2,6825000.95,0.71
638,2,7305213.75,0.76
639,2,7187191.76,0.75
640,2,6884397.31,0.71
641,2,7220109.76,0.75
642,2,7347334.33,0.76
643,2,7251713.03,0.75
644,2,7340347.15,0.76
645,2,6794933.42,0.71
646,2,7090091.12,0.74
647,2,6801961.98,0.71
648,2,6371083.21,0.66
649,2,7091717.26,0.74
650,2,7238683.28,0.75
651,2,6856471.29,0.71
652,2,7196674.16,0.75
653,2,6941156.17,0.72
654,2,7281881.36,0.76
655,2,7261393.91,0.75
656,2,7238145.14,0.75
657,2,6791900.84,0.7
658,2,6774830.76,0.7
659,2,7163115.67,0.74
660,2,6824355.55,0.71
661,2,7156790.95,0.74
662,2,6867923.97,0.71
663,2,7338192.57,0.76
664,2,7174490.34,0.74
665,2,7219470.51,0.75
666,2,7342100.35,0.76
667,2,7257985.04,0.75
668,2,7312486.52,0.76
669,2,7258654.54,0.75
670,2,6893283.25,0.72
671,2,6871558.1,0.71
672,2,7282163.6,0.76
673,2,7208044.46,0.75
674,2,6763053.84,0.7
675,2,7274386.57,0.75
676,2,7244547.51,0.75
677,2,7152420.5,0.74
678,2,7174392.32,0.74
679,2,7009088.38,0.73
680,2,6786313.32,0.7
681,2,7063978.97,0.73
682,2,6789347.46,0.7
683,2,7233495.59,0.75
684,2,6817893.45,0.71
685,2,7168256.2,0.74
686,2,6818689.79,0.71
687,2,7178929.6,0.74
688,2,6693707.99,0.69
689,2,7261393.91,0.75
690,2,7205682.96,0.75
691,2,7121941.41,0.74
692,2,7205580.81,0.75
693,2,7163115.67,0.74
694,2,7233495.59,0.75
695,2,7152343.77,0.74
696,2,7276124.16,0.75
697,2,6966680.42,0.72
698,2,6740854.43,0.7
699,2,7149004.13,0.74
700,2,7035894.48,0.73
701,2,6686460.91,0.69
702,2,6879343.62,0.71
703,2,7306245.69,0.76
704,2,7238675.57,0.75
705,2,7312948.15,0.76
706,2,7185982.13,0.75
707,2,7287179.91,0.76
708,2,6940469.04,0.72
709,2,7256851.21,0.75
710,2,7283113.68,0.76
711,2,6798070.43,0.71
712,2,7273962.72,0.75
713,2,7256851.21,0.75
714,2,7157421.59,0.74
715,2,7312948.15,0.76
716,2,7192452.56,0.75
717,2,7111937.96,0.74
718,2,6771792.24,0.7
719,2,6919717.7,0.72
720,2,7170866.71,0.74
721,2,7335878.52,0.76
722,2,7230085.84,0.75
723,2,7052035.1,0.73
724,2,7247687.63,0.75
725,2,7263568.4,0.75
726,2,7201557.24,0.75
727,2,7283089.73,0.76
728,2,7257985.04,0.75
729,2,7084003.2,0.74
730,2,6777597.11,0.7
731,2,7114558.94,0.74
732,2,7280415.08,0.76
733,2,7250490.5,0.75
734,2,7071937.54,0.73
735,2,7282163.6,0.76
736,2,6974674.59,0.72
737,2,6968349.65,0.72
738,2,6838631.69,0.71
739,2,6778072.17,0.7
740,2,7243588.04,0.75
741,2,6968448.42,0.72
742,2,7243588.04,0.75
743,2,7091717.26,0.74
744,2,7222515.26,0.75
745,2,7182008.3,0.75
746,2,7312486.52,0.76
747,2,6838197.47,0.71
748,2,7100445.7,0.74
749,2,7170866.71,0.74
750,2,6966680.42,0.72
751,2,7323918.51,0.76
752,2,7191011.49,0.75
753,2,7238675.57,0.75
754,2,6902001.76,0.72
755,2,7258031.57,0.75
756,2,7230085.84,0.75
757,2,7298868.51,0.76
758,2,7016444.96,0.73
759,2,6789406.45,0.7
760,2,7307054.68,0.76
761,2,7118098.74,0.74
762,2,7170866.71,0.74
763,2,7190394.49,0.75
764,2,7258662.09,0.75
765,2,6769760.9,0.7
766,2,7107241.75,0.74
767,2,7338192.57,0.76
768,2,6982896.61,0.72
769,2,7196674.16,0.75
770,2,7258697.0,0.75
771,2,7312948.15,0.76
772,2,6630506.39,0.69
773,2,7241082.35,0.75
774,2,7317171.59,0.76
775,2,7276493.43,0.76
776,2,7276124.16,0.75
777,2,7218040.4,0.75
778,2,6757405.24,0.7
779,2,6876531.42,0.71
780,2,6798178.81,0.71
781,2,7250324.97,0.75
782,2,6899191.5,0.72
783,2,7242819.12,0.75
784,2,7223087.02,0.75
785,2,6944657.12,0.72
786,2,6825028.38,0.71
787,2,7243588.04,0.75
788,2,6821789.84,0.71
789,2,6823395.4,0.71
790,2,7129074.42,0.74
791,2,7123228.39,0.74
792,2,7223087.02,0.75
793,2,6808699.6,0.71
794,2,7282413.61,0.76
795,2,6995120.83,0.73
796,2,7281552.19,0.76
797,2,7305043.09,0.76
798,2,7233495.59,0.75
799,2,7229123.15,0.75
800,2,6804093.24,0.71
801,2,6800776.35,0.71
802,2,7198122.82,0.75
803,2,6643217.25,0.69
804,2,6804831.13,0.71
805,2,6681577.04,0.69
806,2,6870616.3,0.71
807,2,6926716.35,0.72
808,2,6718819.29,0.7
809,2,7342100.35,0.76
810,2,7149004.13,0.74
811,2,7185982.13,0.75
812,2,6742586.02,0.7
813,2,6714458.52,0.7
814,2,7250490.5,0.75
815,2,7312486.52,0.76
816,2,7031859.66,0.73
817,2,7257347.26,0.75
818,2,7163115.67,0.74
819,2,6809727.23,0.71
820,2,7066514.88,0.73
821,2,6868613.83,0.71
822,2,6751963.67,0.7
823,2,7118681.58,0.74
824,2,7062568.8,0.73
825,2,7093324.32,0.74
826,2,7023998.35,0.73
827,2,6974101.37,0.72
828,2,7152343.77,0.74
829,2,7305043.09,0.76
830,2,7010408.99,0.73
831,2,7280415.08,0.76
832,2,7218459.13,0.75
833,2,7117331.67,0.74
834,2,7021775.01,0.73
835,2,7007686.48,0.73
836,2,7244547.51,0.75
837,2,7244547.51,0.75
838,2,7312486.52,0.76
839,2,7289770.88,0.76
840,2,7157087.97,0.74
841,2,7301280.44,0.76
842,2,7276124.16,0.75
843,2,7261393.91,0.75
844,2,6994105.89,0.73
845,2,7153695.79,0.74
846,2,7109877.34,0.74
847,2,6937209.42,0.72
848,2,7152343.77,0.74
849,2,6892049.95,0.72
850,2,7289770.88,0.76
851,2,7364527.68,0.76
852,2,6968448.42,0.72
853,2,6890953.04,0.72
854,2,7218404.53,0.75
855,2,6942230.96,0.72
856,2,7170866.71,0.74
857,2,7251713.03,0.75
858,2,6809921.38,0.71
859,2,7263724.85,0.75
860,2,7090793.44,0.74
861,2,7223087.02,0.75
862,2,7270306.07,0.75
863,2,7232988.4,0.75
864,2,7276124.16,0.75
865,2,6755958.97,0.7
866,2,7129101.02,0.74
867,2,7282163.6,0.76
868,2,6846154.65,0.71
869,2,6719752.53,0.7
870,2,7092504.86,0.74
871,2,6807972.42,0.71
872,2,7241290.68,0.75
873,2,7317171.59,0.76
874,2,7238998.03,0.75
875,2,7335878.52,0.76
876,2,6834998.82,0.71
877,2,7002038.66,0.73
878,2,6995120.83,0.73
879,2,7128672.38,0.74
880,2,7149004.13,0.74
881,2,6785999.53,0.7
882,2,7130434.77,0.74
883,2,6783104.19,0.7
884,2,7159986.78,0.74
885,2,7298868.51,0.76
886,2,7307626.98,0.76
887,2,7201382.69,0.75
888,2,6751729.01,0.7
889,2,7173573.49,0.74
890,2,6997796.16,0.73
891,2,7289298.77,0.76
892,2,7233624.26,0.75
893,2,7337149.96,0.76
894,2,7172268.63,0.74
895,2,7109935.86,0.74
896,2,6780706.24,0.7
897,2,6926223.14,0.72
898,2,7307626.98,0.76
899,2,7159301.69,0.74
900,2,7198122.82,0.75
901,2,7163316.73,0.74
902,2,6889383.47,0.71
903,2,7097520.68,0.74
904,2,6861943.8,0.71
905,2,7157475.56,0.74
906,2,6897756.34,0.72
907,2,7223190.8,0.75
908,2,7182008.3,0.75
909,2,7273962.72,0.75
910,2,7131150.02,0.74
911,2,7130434.77,0.74
912,2,7250962.19,0.75
913,2,7276124.16,0.75
914,2,7257985.04,0.75
915,2,7283913.13,0.76
916,2,6883936.67,0.71
917,2,7286340.52,0.76
918,2,6638786.46,0.69
919,2,7196674.16,0.75
920,2,7023403.97,0.73
921,2,7190916.25,0.75
922,2,6818992.1,0.71
923,2,7334999.02,0.76
924,2,7276124.16,0.75
925,2,6819956.98,0.71
926,2,6721132.42,0.7
927,2,7193791.54,0.75
928,2,6977071.5,0.72
929,2,6840038.45,0.71
930,2,7241334.28,0.75
931,2,7276124.16,0.75
932,2,7190394.49,0.75
933,2,7244547.51,0.75
934,2,7087588.2,0.74
935,2,6857418.91,0.71
936,2,7062082.98,0.73
937,2,7282163.6,0.76
938,2,6888222.03,0.71
939,2,7152463.1,0.74
940,2,7133812.98,0.74
941,2,7241082.35,0.75
942,2,6852740.6,0.71
943,2,7018417.01,0.73
944,2,7177569.52,0.74
945,2,7257347.26,0.75
946,2,6863445.28,0.71
947,2,7173573.49,0.74
948,2,7276234.11,0.75
949,2,6758512.9,0.7
950,2,7260716.03,0.75
951,2,6984455.72,0.72
952,2,7136251.4,0.74
953,2,6610530.78,0.69
954,2,7124479.61,0.74
955,2,7155810.13,0.74
956,2,7257347.26,0.75
957,2,6794598.27,0.71
958,2,6766906.01,0.7
959,2,6716127.59,0.7
960,2,7240538.71,0.75
961,2,7282413.61,0.76
962,2,6819007.3,0.71
963,2,6547648.36,0.68
964,2,6577688.76,0.68
965,2,6778452.76,0.7
966,2,7163333.89,0.74
967,2,6883137.68,0.71
968,2,6953822.75,0.72
969,2,7190394.49,0.75
970,2,7233495.59,0.75
971,2,6863445.28,0.71
972,2,7282163.6,0.76
973,2,7192923.97,0.75
974,2,6807088.86,0.71
975,2,6869547.97,0.71
976,2,7243026.31,0.75
977,2,7261644.6,0.75
978,2,7261644.6,0.75
979,2,6621968.69,0.69
980,2,6898580.4,0.72
981,2,6949779.44,0.72
982,2,7305043.09,0.76
983,2,7252830.78,0.75
984,2,7298868.51,0.76
985,2,7311861.68,0.76
986,2,7307007.92,0.76
987,2,7250324.97,0.75
988,2,7301280.44,0.76
989,2,6859786.19,0.71
990,2,6833039.75,0.71
991,2,7282413.61,0.76
992,2,6811734.37,0.71
993,2,6906050.42,0.72
994,2,7243588.04,0.75
995,2,7001603.25,0.73
996,2,7040021.36,0.73
997,2,7037517.3,0.73
